X-Position,Current_Reading,Time_Stamp
335,443.0,21_17_22_15233
336,443.0,21_17_22_15282
337,440.0,21_17_22_15316
338,444.0,21_17_22_15366
339,444.0,21_17_22_15400
340,436.0,21_17_22_15450
341,435.0,21_17_22_15483
342,442.0,21_17_22_15516
343,441.0,21_17_22_15566
344,448.0,21_17_23_15600
345,451.0,21_17_23_15650
346,456.0,21_17_23_15683
347,464.0,21_17_23_15733
348,460.0,21_17_23_15766
349,461.0,21_17_23_15799
350,465.0,21_17_23_15849
351,467.0,21_17_23_15883
352,478.0,21_17_23_15933
353,475.0,21_17_23_15966
354,479.0,21_17_23_16000
355,485.0,21_17_23_16050
356,489.0,21_17_23_16082
357,501.0,21_17_23_16133
358,498.0,21_17_23_16166
359,508.0,21_17_23_16216
360,501.0,21_17_23_16250
361,506.0,21_17_23_16283
362,505.0,21_17_23_16333
363,512.0,21_17_23_16366
364,511.0,21_17_23_16416
365,504.0,21_17_23_16449
366,504.0,21_17_23_16483
367,504.0,21_17_23_16533
368,512.0,21_17_23_16567
369,507.0,21_17_24_16616
370,504.0,21_17_24_16650
371,506.0,21_17_24_17466
372,512.0,21_17_24_17546
373,505.0,21_17_24_17563
374,512.0,21_17_24_17579
375,512.0,21_17_24_17596
376,507.0,21_17_25_17613
377,505.0,21_17_25_17630
378,504.0,21_17_25_17647
379,505.0,21_17_25_17664
380,505.0,21_17_25_17680
381,505.0,21_17_25_17696
382,508.0,21_17_25_17713
383,505.0,21_17_25_17730
384,503.0,21_17_25_17746
385,509.0,21_17_25_17763
386,505.0,21_17_25_17780
387,503.0,21_17_25_17796
388,504.0,21_17_25_17813
389,508.0,21_17_25_17829
390,506.0,21_17_25_17847
391,504.0,21_17_25_17863
392,511.0,21_17_25_17880
393,505.0,21_17_25_17896
394,505.0,21_17_25_17913
395,511.0,21_17_25_17930
396,504.0,21_17_25_17946
397,504.0,21_17_25_17963
398,505.0,21_17_25_17979
399,506.0,21_17_25_17996
400,509.0,21_17_25_18013
401,509.0,21_17_25_18030
402,505.0,21_17_25_18047
403,506.0,21_17_25_18063
404,499.0,21_17_25_18079
405,506.0,21_17_25_18096
406,501.0,21_17_25_18113
407,506.0,21_17_25_18146
408,512.0,21_17_25_18180
409,504.0,21_17_25_18229
410,502.0,21_17_25_18263
411,507.0,21_17_25_18314
412,505.0,21_17_25_18347
413,513.0,21_17_25_18380
414,512.0,21_17_25_18430
415,509.0,21_17_25_18463
416,505.0,21_17_25_18513
417,504.0,21_17_25_18547
418,511.0,21_17_25_18580
419,505.0,21_17_26_18629
420,513.0,21_17_26_18663
421,512.0,21_17_26_18714
422,506.0,21_17_26_18747
423,510.0,21_17_26_18797
424,505.0,21_17_26_18829
425,505.0,21_17_26_18863
426,505.0,21_17_26_18913
427,504.0,21_17_26_18946
428,505.0,21_17_26_18996
429,505.0,21_17_26_19030
430,505.0,21_17_26_19080
431,507.0,21_17_26_19113
432,505.0,21_17_26_19146
433,508.0,21_17_26_19197
434,507.0,21_17_26_19230
435,504.0,21_17_26_19280
436,513.0,21_17_26_19313
437,513.0,21_17_26_19363
438,506.0,21_17_26_19397
439,504.0,21_17_26_19430
440,504.0,21_17_26_19479
441,510.0,21_17_26_19513
442,502.0,21_17_26_19563
443,506.0,21_17_26_19596
444,511.0,21_17_27_19630
445,503.0,21_17_27_19680
446,505.0,21_17_27_19713
447,501.0,21_17_27_19763
448,501.0,21_17_27_19797
449,503.0,21_17_27_19830
450,501.0,21_17_27_19879
451,509.0,21_17_27_19913
452,504.0,21_17_27_19963
453,503.0,21_17_27_19996
454,512.0,21_17_27_20047
455,504.0,21_17_27_20080
456,508.0,21_17_27_20113
457,503.0,21_17_27_20164
458,504.0,21_17_27_20196
459,507.0,21_17_27_20246
460,509.0,21_17_27_20280
461,506.0,21_17_27_20329
462,502.0,21_17_27_20363
463,505.0,21_17_27_20396
464,504.0,21_17_27_20447
465,499.0,21_17_27_20480
466,499.0,21_17_27_20530
467,503.0,21_17_27_20563
468,501.0,21_17_28_20613
469,506.0,21_17_28_20646
470,508.0,21_17_28_20680
471,504.0,21_17_28_20730
472,500.0,21_17_28_20763
473,502.0,21_17_28_20813
474,508.0,21_17_28_20847
475,501.0,21_17_28_20880
476,502.0,21_17_28_20929
477,503.0,21_17_28_20963
478,505.0,21_17_28_21013
479,506.0,21_17_28_21047
480,506.0,21_17_28_21096
481,509.0,21_17_28_21130
482,512.0,21_17_28_21163
483,508.0,21_17_28_21214
484,514.0,21_17_28_21246
485,517.0,21_17_28_21297
486,508.0,21_17_28_21330
487,516.0,21_17_28_21363
488,499.0,21_17_28_21413
489,492.0,21_17_28_21447
490,475.0,21_17_28_21497
491,464.0,21_17_28_21530
492,463.0,21_17_28_21580
493,453.0,21_17_29_21613
494,443.0,21_17_29_21647
495,443.0,21_17_29_21713
496,442.0,21_17_29_21729
497,439.0,21_17_29_21779
498,446.0,21_17_29_21813
499,450.0,21_17_29_21863
500,446.0,21_17_29_21896
501,450.0,21_17_29_21929
502,450.0,21_17_29_21979
503,444.0,21_17_29_22012
504,448.0,21_17_29_22063
505,448.0,21_17_29_22096
506,438.0,21_17_29_22129
507,448.0,21_17_29_22179
508,439.0,21_17_29_22212
509,434.0,21_17_29_22263
510,443.0,21_17_29_22296
511,433.0,21_17_29_22346
512,425.0,21_17_29_22380
513,427.0,21_17_29_22413
514,427.0,21_17_29_22463
515,425.0,21_17_29_22496
516,440.0,21_17_29_22546
517,460.0,21_17_29_22580
518,477.0,21_17_30_22629
519,481.0,21_17_30_22663
520,491.0,21_17_30_22696
521,490.0,21_17_30_22746
522,487.0,21_17_30_22779
523,483.0,21_17_30_22830
524,462.0,21_17_30_22863
525,448.0,21_17_30_22896
526,445.0,21_17_30_22946
527,437.0,21_17_30_22979
528,438.0,21_17_30_23029
529,426.0,21_17_30_23063
530,430.0,21_17_30_23096
531,424.0,21_17_30_23146
532,422.0,21_17_30_23179
533,427.0,21_17_30_23230
534,416.0,21_17_30_23263
535,414.0,21_17_30_23313
536,412.0,21_17_30_23346
537,412.0,21_17_30_23379
538,413.0,21_17_30_23429
539,407.0,21_17_30_23463
540,416.0,21_17_30_23513
541,416.0,21_17_30_23546
542,410.0,21_17_30_23596
543,414.0,21_17_31_23630
544,413.0,21_17_31_23663
545,423.0,21_17_31_23713
546,433.0,21_17_31_23746
547,435.0,21_17_31_23796
548,445.0,21_17_31_23829
549,450.0,21_17_31_23863
550,454.0,21_17_31_23912
551,458.0,21_17_31_23946
552,457.0,21_17_31_23996
553,466.0,21_17_31_24030
554,474.0,21_17_31_24079
555,488.0,21_17_31_24113
556,500.0,21_17_31_24146
557,496.0,21_17_31_24196
558,503.0,21_17_31_24229
559,495.0,21_17_31_24279
560,492.0,21_17_31_24313
561,500.0,21_17_31_24363
562,488.0,21_17_31_24396
563,482.0,21_17_31_24430
564,467.0,21_17_31_24479
565,464.0,21_17_31_24513
566,468.0,21_17_31_24563
567,464.0,21_17_31_24596
568,464.0,21_17_32_24630
569,470.0,21_17_32_24679
570,477.0,21_17_32_24713
571,486.0,21_17_32_24763
572,492.0,21_17_32_24796
573,500.0,21_17_32_24846
574,498.0,21_17_32_24879
575,499.0,21_17_32_24913
576,509.0,21_17_32_24963
577,504.0,21_17_32_24996
578,502.0,21_17_32_25046
579,501.0,21_17_32_25080
580,506.0,21_17_32_25113
581,503.0,21_17_32_25162
582,496.0,21_17_32_25196
583,504.0,21_17_32_25246
584,504.0,21_17_32_25279
585,496.0,21_17_32_25330
586,501.0,21_17_32_25363
587,506.0,21_17_32_25396
588,505.0,21_17_32_25446
589,506.0,21_17_32_25480
590,499.0,21_17_32_25529
591,504.0,21_17_32_25563
592,501.0,21_17_33_25613
593,505.0,21_17_33_25646
594,501.0,21_17_33_25680
595,501.0,21_17_33_25729
596,502.0,21_17_33_25762
597,501.0,21_17_33_25813
598,502.0,21_17_33_25846
599,511.0,21_17_33_25879
600,503.0,21_17_33_25930
601,510.0,21_17_33_25963
602,513.0,21_17_33_26013
603,507.0,21_17_33_26046
604,512.0,21_17_33_26096
605,507.0,21_17_33_26129
606,512.0,21_17_33_26162
607,507.0,21_17_33_26213
608,507.0,21_17_33_26246
609,496.0,21_17_33_26297
610,467.0,21_17_33_26329
611,447.0,21_17_33_26363
612,441.0,21_17_33_26413
613,426.0,21_17_33_26446
614,418.0,21_17_33_26496
615,412.0,21_17_33_26530
616,413.0,21_17_33_26579
617,411.0,21_17_34_26613
618,403.0,21_17_34_26646
619,407.0,21_17_34_27042
620,402.0,21_17_34_27356
621,403.0,21_17_34_27401
622,403.0,21_17_34_27416
623,403.0,21_17_34_27433
624,403.0,21_17_34_27450
625,401.0,21_17_34_27466
626,400.0,21_17_34_27483
627,404.0,21_17_34_27500
628,402.0,21_17_34_27517
629,404.0,21_17_34_27533
630,408.0,21_17_34_27550
631,400.0,21_17_34_27566
632,403.0,21_17_34_27583
633,398.0,21_17_35_27600
634,400.0,21_17_35_27616
635,408.0,21_17_35_27633
636,400.0,21_17_35_27650
637,403.0,21_17_35_27667
638,405.0,21_17_35_27683
639,400.0,21_17_35_27699
640,403.0,21_17_35_27716
641,411.0,21_17_35_27733
642,397.0,21_17_35_27750
643,400.0,21_17_35_27766
644,393.0,21_17_35_27783
645,396.0,21_17_35_27800
646,398.0,21_17_35_27816
647,388.0,21_17_35_27833
648,393.0,21_17_35_27866
649,393.0,21_17_35_27900
650,386.0,21_17_35_27950
651,393.0,21_17_35_27983
652,388.0,21_17_35_28033
653,395.0,21_17_35_28067
654,389.0,21_17_35_28100
655,392.0,21_17_35_28150
656,391.0,21_17_35_28183
657,389.0,21_17_35_28233
658,386.0,21_17_35_28266
659,396.0,21_17_35_28299
660,388.0,21_17_35_28350
661,391.0,21_17_35_28383
662,387.0,21_17_35_28433
663,392.0,21_17_35_28466
664,395.0,21_17_35_28516
665,387.0,21_17_35_28549
666,395.0,21_17_35_28583
667,389.0,21_17_36_28634
668,389.0,21_17_36_28667
669,398.0,21_17_36_28716
670,396.0,21_17_36_28749
671,398.0,21_17_36_28783
672,394.0,21_17_36_28833
673,394.0,21_17_36_28867
674,404.0,21_17_36_28917
675,396.0,21_17_36_28950
676,399.0,21_17_36_29000
677,395.0,21_17_36_29034
678,394.0,21_17_36_29067
679,394.0,21_17_36_29116
680,393.0,21_17_36_29150
681,395.0,21_17_36_29200
682,400.0,21_17_36_29233
683,390.0,21_17_36_29267
684,395.0,21_17_36_29317
685,389.0,21_17_36_29350
686,390.0,21_17_36_29400
687,388.0,21_17_36_29434
688,386.0,21_17_36_29484
689,389.0,21_17_36_29516
690,386.0,21_17_36_29549
691,388.0,21_17_36_29599
692,391.0,21_17_37_29633
693,384.0,21_17_37_29683
694,393.0,21_17_37_29716
695,385.0,21_17_37_29767
696,396.0,21_17_37_29800
697,406.0,21_17_37_29834
698,436.0,21_17_37_29883
699,463.0,21_17_37_29917
700,475.0,21_17_37_29966
701,487.0,21_17_37_30000
702,501.0,21_17_37_30034
703,496.0,21_17_37_30083
704,500.0,21_17_37_30117
705,501.0,21_17_37_30167
706,503.0,21_17_37_30200
707,508.0,21_17_37_30249
708,505.0,21_17_37_30283
709,509.0,21_17_37_30316
710,513.0,21_17_37_30366
711,504.0,21_17_37_30400
712,511.0,21_17_37_30450
713,504.0,21_17_37_30483
714,506.0,21_17_37_30533
715,502.0,21_17_37_30567
716,504.0,21_17_37_30599
717,509.0,21_17_38_30650
718,505.0,21_17_38_30683
719,505.0,21_17_38_30733
720,509.0,21_17_38_30766
721,504.0,21_17_38_30799
722,505.0,21_17_38_30850
723,506.0,21_17_38_30884
724,505.0,21_17_38_30933
725,513.0,21_17_38_30967
726,504.0,21_17_38_31017
727,506.0,21_17_38_31050
728,511.0,21_17_38_31083
729,504.0,21_17_38_31133
730,510.0,21_17_38_31166
731,504.0,21_17_38_31217
732,505.0,21_17_38_31250
733,510.0,21_17_38_31283
734,504.0,21_17_38_31333
735,506.0,21_17_38_31367
736,504.0,21_17_38_31417
737,504.0,21_17_38_31450
738,512.0,21_17_38_31500
739,504.0,21_17_38_31533
740,506.0,21_17_38_31566
741,504.0,21_17_39_31616
742,505.0,21_17_39_31650
743,513.0,21_17_39_31796
744,510.0,21_17_39_31880
745,506.0,21_17_39_31998
746,505.0,21_17_39_32015
747,504.0,21_17_39_32031
748,509.0,21_17_39_32048
749,504.0,21_17_39_32064
750,512.0,21_17_39_32081
751,513.0,21_17_39_32098
752,503.0,21_17_39_32114
753,504.0,21_17_39_32131
754,505.0,21_17_39_32148
755,507.0,21_17_39_32181
756,502.0,21_17_39_32214
757,504.0,21_17_39_32264
758,502.0,21_17_39_32298
759,504.0,21_17_39_32331
760,504.0,21_17_39_32381
761,504.0,21_17_39_32414
762,504.0,21_17_39_32464
763,504.0,21_17_39_32497
764,504.0,21_17_39_32548
765,504.0,21_17_39_32581
766,507.0,21_17_40_32614
767,504.0,21_17_40_32664
768,506.0,21_17_40_32698
769,513.0,21_17_40_32748
770,507.0,21_17_40_32781
771,509.0,21_17_40_32815
772,502.0,21_17_40_32865
773,510.0,21_17_40_32898
774,506.0,21_17_40_32948
775,502.0,21_17_40_32981
776,510.0,21_17_40_33031
777,505.0,21_17_40_33065
778,501.0,21_17_40_33098
779,504.0,21_17_40_33148
780,504.0,21_17_40_33181
781,501.0,21_17_40_33231
782,504.0,21_17_40_33264
783,508.0,21_17_40_33315
784,501.0,21_17_40_33348
785,505.0,21_17_40_33381
786,510.0,21_17_40_33431
787,501.0,21_17_40_33464
788,504.0,21_17_40_33514
789,510.0,21_17_40_33547
790,501.0,21_17_40_33582
791,512.0,21_17_41_33631
792,504.0,21_17_41_33665
793,500.0,21_17_41_33715
794,513.0,21_17_41_33748
795,504.0,21_17_41_33798
796,500.0,21_17_41_33831
797,504.0,21_17_41_33864
798,505.0,21_17_41_33914
799,500.0,21_17_41_33948
800,504.0,21_17_41_33998
801,508.0,21_17_41_34031
802,501.0,21_17_41_34081
803,508.0,21_17_41_34114
804,503.0,21_17_41_34148
805,501.0,21_17_41_34198
806,507.0,21_17_41_34231
807,509.0,21_17_41_34282
808,501.0,21_17_41_34314
809,511.0,21_17_41_34348
810,508.0,21_17_41_34398
811,501.0,21_17_41_34431
812,512.0,21_17_41_34481
813,504.0,21_17_41_34515
814,501.0,21_17_41_34565
815,504.0,21_17_41_34597
816,508.0,21_17_42_34632
817,509.0,21_17_42_34681
818,503.0,21_17_42_34714
819,512.0,21_17_42_34765
820,505.0,21_17_42_34798
821,504.0,21_17_42_34848
822,510.0,21_17_42_34882
823,504.0,21_17_42_34915
824,508.0,21_17_42_34964
825,512.0,21_17_42_34998
826,508.0,21_17_42_35048
827,512.0,21_17_42_35081
828,513.0,21_17_42_35115
829,509.0,21_17_42_35164
830,507.0,21_17_42_35198
831,504.0,21_17_42_35248
832,509.0,21_17_42_35281
833,508.0,21_17_42_35331
834,507.0,21_17_42_35364
835,512.0,21_17_42_35398
836,510.0,21_17_42_35448
837,505.0,21_17_42_35481
838,504.0,21_17_42_35531
839,504.0,21_17_42_35565
840,512.0,21_17_42_35598
841,504.0,21_17_43_35648
842,504.0,21_17_43_35682
843,504.0,21_17_43_35731
844,508.0,21_17_43_35764
845,504.0,21_17_43_35814
846,505.0,21_17_43_35848
847,510.0,21_17_43_35881
848,504.0,21_17_43_35931
849,506.0,21_17_43_35964
850,509.0,21_17_43_36014
851,506.0,21_17_43_36048
852,512.0,21_17_43_36098
853,511.0,21_17_43_36131
854,510.0,21_17_43_36164
