position,GSR_Reading,Time_Stamp
0,NaN,9_36_44_1905
1,503.0,9_36_44_1906
2,502.0,9_36_44_1911
3,502.0,9_36_44_1912
4,503.0,9_36_44_1914
5,502.0,9_36_44_1919
6,502.0,9_36_44_1919
7,502.0,9_36_44_1923
8,503.0,9_36_44_1924
9,503.0,9_36_44_1926
10,503.0,9_36_44_1930
11,502.0,9_36_44_1931
12,503.0,9_36_44_1935
13,503.0,9_36_44_1939
14,503.0,9_36_44_1939
15,503.0,9_36_44_1943
16,502.0,9_36_44_1947
17,501.0,9_36_44_1948
18,501.0,9_36_44_1952
19,502.0,9_36_44_1952
20,502.0,9_36_44_1956
21,502.0,9_36_44_1960
22,502.0,9_36_44_1960
23,502.0,9_36_44_1963
24,501.0,9_36_44_1968
25,501.0,9_36_44_1968
26,501.0,9_36_44_1972
27,502.0,9_36_44_1976
28,502.0,9_36_44_1977
29,503.0,9_36_44_1981
30,503.0,9_36_44_1981
31,503.0,9_36_44_1984
32,501.0,9_36_44_1988
33,501.0,9_36_44_1989
34,501.0,9_36_44_1992
35,502.0,9_36_44_1996
36,502.0,9_36_44_1997
37,502.0,9_36_44_2001
38,503.0,9_36_44_2005
39,502.0,9_36_44_2006
40,501.0,9_36_44_2008
41,501.0,9_36_44_2009
42,501.0,9_36_44_2013
43,502.0,9_36_44_2017
44,502.0,9_36_44_2017
45,502.0,9_36_44_2021
46,502.0,9_36_44_2025
47,501.0,9_36_44_2026
48,501.0,9_36_44_2030
49,501.0,9_36_44_2030
50,501.0,9_36_44_2033
51,502.0,9_36_44_2037
52,502.0,9_36_44_2038
53,503.0,9_36_44_2042
54,502.0,9_36_44_2046
55,501.0,9_36_44_2046
56,501.0,9_36_44_2050
57,501.0,9_36_44_2054
58,502.0,9_36_44_2055
59,502.0,9_36_44_2058
60,503.0,9_36_44_2058
61,502.0,9_36_44_2062
62,502.0,9_36_44_2066
63,501.0,9_36_44_2067
64,501.0,9_36_44_2070
65,501.0,9_36_44_2074
66,502.0,9_36_44_2075
67,502.0,9_36_44_2078
68,502.0,9_36_44_2082
69,502.0,9_36_44_2083
70,501.0,9_36_44_2087
71,501.0,9_36_44_2087
72,501.0,9_36_44_2091
73,501.0,9_36_44_2095
74,502.0,9_36_44_2096
75,502.0,9_36_44_2099
76,502.0,9_36_44_2103
77,502.0,9_36_44_2104
78,501.0,9_36_44_2108
79,501.0,9_36_44_2112
80,501.0,9_36_44_2112
81,501.0,9_36_44_2115
82,502.0,9_36_44_2115
83,502.0,9_36_44_2119
84,502.0,9_36_44_2123
