X-Position,Current_Reading,Time_Stamp
156,503.0,9_52_38_6310
157,503.0,9_52_38_6344
158,502.0,9_52_38_6393
159,503.0,9_52_38_6426
160,503.0,9_52_38_6476
161,503.0,9_52_38_6510
162,502.0,9_52_38_6560
163,502.0,9_52_38_6593
164,502.0,9_52_38_6626
165,503.0,9_52_38_6676
166,502.0,9_52_38_6710
167,503.0,9_52_38_6760
168,502.0,9_52_38_6793
169,502.0,9_52_38_6826
170,502.0,9_52_38_6877
171,502.0,9_52_38_6910
172,502.0,9_52_38_6959
173,501.0,9_52_39_6993
174,502.0,9_52_39_7043
175,502.0,9_52_39_7077
176,502.0,9_52_39_7126
177,502.0,9_52_39_7160
178,502.0,9_52_39_7193
179,502.0,9_52_39_7243
180,502.0,9_52_39_7277
181,502.0,9_52_39_7326
182,501.0,9_52_39_7360
183,502.0,9_52_39_7393
184,502.0,9_52_39_7443
185,502.0,9_52_39_7477
186,502.0,9_52_39_7526
187,502.0,9_52_39_7560
188,502.0,9_52_39_7609
189,502.0,9_52_39_7643
190,502.0,9_52_39_7677
191,502.0,9_52_39_7727
192,503.0,9_52_39_7760
193,502.0,9_52_39_7810
194,503.0,9_52_39_7843
195,503.0,9_52_39_7877
196,503.0,9_52_39_7927
197,503.0,9_52_39_7960
198,502.0,9_52_40_8009
199,503.0,9_52_40_8043
200,502.0,9_52_40_8093
201,503.0,9_52_40_8127
202,503.0,9_52_40_8160
203,503.0,9_52_40_8210
204,502.0,9_52_40_8243
205,503.0,9_52_40_8294
206,502.0,9_52_40_8326
207,503.0,9_52_40_8376
208,503.0,9_52_40_8410
209,503.0,9_52_40_8443
210,502.0,9_52_40_8494
211,502.0,9_52_40_8527
212,502.0,9_52_40_8576
213,502.0,9_52_40_8610
214,502.0,9_52_40_8660
215,502.0,9_52_40_8693
216,501.0,9_52_40_8726
217,501.0,9_52_40_8777
218,501.0,9_52_40_8810
219,501.0,9_52_40_8861
220,502.0,9_52_40_8893
221,501.0,9_52_40_8927
222,502.0,9_52_40_8976
223,501.0,9_52_41_9009
224,501.0,9_52_41_9060
225,502.0,9_52_41_9093
226,502.0,9_52_41_9143
227,501.0,9_52_41_9176
228,502.0,9_52_41_9210
229,502.0,9_52_41_9260
230,502.0,9_52_41_9293
231,502.0,9_52_41_9343
232,502.0,9_52_41_9376
233,503.0,9_52_41_9427
234,502.0,9_52_41_9460
235,502.0,9_52_41_9493
236,502.0,9_52_41_9543
237,502.0,9_52_41_9577
238,503.0,9_52_41_9627
239,503.0,9_52_41_9660
240,503.0,9_52_41_9710
241,502.0,9_52_41_9744
242,503.0,9_52_41_9776
243,502.0,9_52_41_9827
244,502.0,9_52_41_9860
245,502.0,9_52_41_9909
246,502.0,9_52_41_9943
247,502.0,9_52_41_9976
248,503.0,9_52_42_10027
249,502.0,9_52_42_10060
250,502.0,9_52_42_10110
251,503.0,9_52_42_10143
252,503.0,9_52_42_10193
253,503.0,9_52_42_10227
254,503.0,9_52_42_10260
255,502.0,9_52_42_10310
256,503.0,9_52_42_10343
257,503.0,9_52_42_10393
258,502.0,9_52_42_10426
259,502.0,9_52_42_10477
260,502.0,9_52_42_10510
261,502.0,9_52_42_10544
262,502.0,9_52_42_10594
263,502.0,9_52_42_10626
264,501.0,9_52_42_10677
265,502.0,9_52_42_10709
266,502.0,9_52_42_10743
267,501.0,9_52_42_10793
268,502.0,9_52_42_10826
269,502.0,9_52_42_10876
270,502.0,9_52_42_10910
271,501.0,9_52_42_10943
272,501.0,9_52_43_10993
273,501.0,9_52_43_11027
274,502.0,9_52_43_11076
275,501.0,9_52_43_11110
276,502.0,9_52_43_11160
277,502.0,9_52_43_11193
278,502.0,9_52_43_11227
279,502.0,9_52_43_11276
280,502.0,9_52_43_11310
281,502.0,9_52_43_11360
282,503.0,9_52_43_11393
283,502.0,9_52_43_11426
284,502.0,9_52_43_11476
285,503.0,9_52_43_11510
286,487.0,9_52_43_11559
287,477.0,9_52_43_11593
288,471.0,9_52_43_11643
289,467.0,9_52_43_11676
290,462.0,9_52_43_11711
291,458.0,9_52_43_11760
292,454.0,9_52_43_11793
293,451.0,9_52_43_11843
294,451.0,9_52_43_11876
295,451.0,9_52_43_11927
296,470.0,9_52_43_11960
297,482.0,9_52_44_11993
298,488.0,9_52_44_12043
299,494.0,9_52_44_12077
300,497.0,9_52_44_12127
301,498.0,9_52_44_12160
302,500.0,9_52_44_12193
303,501.0,9_52_44_12243
304,507.0,9_52_44_12276
305,495.0,9_52_44_12327
306,486.0,9_52_44_12359
307,477.0,9_52_44_12394
308,472.0,9_52_44_12443
309,466.0,9_52_44_12477
310,465.0,9_52_44_12527
311,475.0,9_52_44_12560
312,484.0,9_52_44_12610
313,473.0,9_52_44_12644
314,461.0,9_52_44_12677
315,453.0,9_52_44_12727
316,448.0,9_52_44_12760
317,443.0,9_52_44_12810
318,441.0,9_52_44_12843
319,437.0,9_52_44_12877
320,434.0,9_52_44_12927
321,432.0,9_52_44_12960
322,433.0,9_52_45_13010
323,433.0,9_52_45_13043
324,435.0,9_52_45_13093
325,437.0,9_52_45_13127
326,438.0,9_52_45_13160
327,440.0,9_52_45_13210
328,442.0,9_52_45_13244
329,444.0,9_52_45_13293
330,444.0,9_52_45_13327
331,444.0,9_52_45_13377
332,444.0,9_52_45_13410
333,445.0,9_52_45_13443
334,445.0,9_52_45_13493
335,446.0,9_52_45_13526
336,448.0,9_52_45_13577
337,448.0,9_52_45_13610
338,448.0,9_52_45_13643
339,450.0,9_52_45_13693
340,451.0,9_52_45_13727
341,453.0,9_52_45_13777
342,456.0,9_52_45_13810
343,458.0,9_52_45_13860
344,459.0,9_52_45_13894
345,459.0,9_52_45_13927
346,459.0,9_52_45_13977
347,457.0,9_52_46_14010
348,453.0,9_52_46_14060
349,449.0,9_52_46_14094
350,447.0,9_52_46_14143
351,443.0,9_52_46_14177
352,440.0,9_52_46_14210
353,439.0,9_52_46_14260
354,439.0,9_52_46_14294
355,439.0,9_52_46_14343
356,438.0,9_52_46_14376
357,439.0,9_52_46_14427
358,438.0,9_52_46_14460
359,437.0,9_52_46_14494
360,436.0,9_52_46_14543
361,435.0,9_52_46_14577
362,433.0,9_52_46_14626
363,433.0,9_52_46_14659
364,432.0,9_52_46_14693
365,432.0,9_52_46_14743
366,432.0,9_52_46_14777
367,433.0,9_52_46_14827
368,434.0,9_52_46_14860
369,436.0,9_52_46_14910
370,437.0,9_52_46_14943
371,439.0,9_52_46_14977
372,441.0,9_52_47_15027
373,442.0,9_52_47_15060
374,444.0,9_52_47_15111
375,446.0,9_52_47_15144
376,448.0,9_52_47_15193
377,450.0,9_52_47_15227
378,452.0,9_52_47_15260
379,454.0,9_52_47_15310
380,456.0,9_52_47_15343
381,458.0,9_52_47_15393
382,460.0,9_52_47_15427
383,461.0,9_52_47_15477
384,463.0,9_52_47_15510
385,465.0,9_52_47_15543
386,466.0,9_52_47_15594
387,467.0,9_52_47_15627
388,469.0,9_52_47_15677
389,469.0,9_52_47_15710
390,469.0,9_52_47_15744
391,469.0,9_52_47_15793
392,469.0,9_52_47_15827
393,468.0,9_52_47_15877
394,467.0,9_52_47_15910
395,466.0,9_52_47_15960
396,468.0,9_52_48_15993
397,479.0,9_52_48_16027
398,487.0,9_52_48_16077
399,493.0,9_52_48_16110
400,496.0,9_52_48_16160
401,498.0,9_52_48_16193
402,499.0,9_52_48_16244
403,500.0,9_52_48_16276
404,500.0,9_52_48_16310
405,501.0,9_52_48_16360
406,501.0,9_52_48_16394
407,502.0,9_52_48_16443
408,502.0,9_52_48_16477
409,502.0,9_52_48_16510
410,502.0,9_52_48_16560
411,502.0,9_52_48_16594
412,502.0,9_52_48_16643
413,502.0,9_52_48_16676
414,502.0,9_52_48_16727
415,502.0,9_52_48_16760
416,501.0,9_52_48_16793
417,502.0,9_52_48_16844
418,502.0,9_52_48_16877
419,502.0,9_52_48_16927
420,502.0,9_52_48_16960
421,503.0,9_52_49_16993
422,503.0,9_52_49_17043
423,503.0,9_52_49_17077
424,502.0,9_52_49_17127
425,503.0,9_52_49_17160
426,503.0,9_52_49_17210
427,502.0,9_52_49_17243
428,502.0,9_52_49_17277
429,503.0,9_52_49_17327
430,502.0,9_52_49_17361
431,503.0,9_52_49_17410
432,503.0,9_52_49_17444
433,503.0,9_52_49_17477
434,502.0,9_52_49_17526
435,503.0,9_52_49_17560
436,503.0,9_52_49_17610
437,502.0,9_52_49_17643
438,502.0,9_52_49_17693
439,503.0,9_52_49_17727
440,502.0,9_52_49_17760
441,502.0,9_52_49_17810
442,502.0,9_52_49_17843
443,502.0,9_52_49_17893
444,502.0,9_52_49_17926
445,502.0,9_52_49_17977
446,502.0,9_52_50_18010
447,502.0,9_52_50_18043
448,501.0,9_52_50_18093
449,502.0,9_52_50_18127
450,501.0,9_52_50_18176
451,501.0,9_52_50_18210
452,501.0,9_52_50_18243
453,501.0,9_52_50_18293
454,502.0,9_52_50_18326
455,501.0,9_52_50_18377
456,502.0,9_52_50_18410
457,502.0,9_52_50_18444
458,502.0,9_52_50_18493
459,502.0,9_52_50_18526
460,502.0,9_52_50_18577
461,502.0,9_52_50_18610
462,502.0,9_52_50_18644
463,503.0,9_52_50_18693
464,502.0,9_52_50_18727
465,502.0,9_52_50_18776
466,502.0,9_52_50_18810
467,503.0,9_52_50_18860
468,502.0,9_52_50_18893
469,503.0,9_52_50_18944
470,503.0,9_52_50_18977
471,503.0,9_52_51_19010
472,502.0,9_52_51_19060
473,503.0,9_52_51_19094
474,503.0,9_52_51_19144
475,503.0,9_52_51_19177
476,503.0,9_52_51_19210
477,502.0,9_52_51_19260
478,503.0,9_52_51_19294
479,503.0,9_52_51_19343
480,503.0,9_52_51_19377
481,502.0,9_52_51_19427
482,503.0,9_52_51_19460
483,502.0,9_52_51_19494
484,502.0,9_52_51_19543
485,502.0,9_52_51_19577
486,502.0,9_52_51_19627
487,502.0,9_52_51_19660
488,502.0,9_52_51_19693
489,503.0,9_52_51_19744
490,502.0,9_52_51_19777
491,502.0,9_52_51_19827
492,502.0,9_52_51_19860
493,502.0,9_52_51_19910
494,501.0,9_52_51_19944
495,501.0,9_52_51_19977
496,502.0,9_52_52_20027
497,502.0,9_52_52_20060
498,502.0,9_52_52_20110
499,501.0,9_52_52_20144
500,502.0,9_52_52_20193
501,502.0,9_52_52_20227
502,502.0,9_52_52_20261
503,502.0,9_52_52_20311
504,502.0,9_52_52_20343
505,502.0,9_52_52_20394
506,502.0,9_52_52_20427
507,503.0,9_52_52_20460
508,502.0,9_52_52_20510
509,502.0,9_52_52_20543
510,502.0,9_52_52_20594
511,502.0,9_52_52_20627
512,502.0,9_52_52_20677
513,503.0,9_52_52_20710
514,502.0,9_52_52_20744
515,503.0,9_52_52_20793
516,503.0,9_52_52_20826
517,503.0,9_52_52_20877
518,503.0,9_52_52_20911
519,503.0,9_52_52_20960
520,503.0,9_52_53_20993
521,503.0,9_52_53_21027
522,503.0,9_52_53_21077
