position,GSR_Reading,Time_Stamp
0,NaN,9_28_27_1880
1,503.0,9_28_27_1881
2,502.0,9_28_27_1884
3,502.0,9_28_27_1884
4,502.0,9_28_27_1886
5,502.0,9_28_27_1890
6,502.0,9_28_27_1890
7,502.0,9_28_27_1894
8,502.0,9_28_27_1898
9,502.0,9_28_27_1899
10,503.0,9_28_27_1902
11,502.0,9_28_27_1903
12,502.0,9_28_27_1906
13,502.0,9_28_27_1910
14,502.0,9_28_27_1911
15,502.0,9_28_27_1915
16,503.0,9_28_27_1919
17,504.0,9_28_27_1919
18,503.0,9_28_27_1922
19,504.0,9_28_27_1926
20,503.0,9_28_27_1927
21,502.0,9_28_27_1931
22,502.0,9_28_27_1932
23,502.0,9_28_27_1934
24,503.0,9_28_27_1939
25,503.0,9_28_27_1939
26,503.0,9_28_27_1943
27,503.0,9_28_27_1948
28,502.0,9_28_27_1948
29,502.0,9_28_27_1951
30,502.0,9_28_27_1955
31,502.0,9_28_27_1956
32,503.0,9_28_27_1960
33,503.0,9_28_27_1960
34,503.0,9_28_27_1963
35,502.0,9_28_27_1968
36,502.0,9_28_27_1968
37,502.0,9_28_27_1971
38,502.0,9_28_27_1976
39,503.0,9_28_27_1977
40,503.0,9_28_27_1980
41,503.0,9_28_27_1984
42,503.0,9_28_27_1984
43,502.0,9_28_27_1988
44,502.0,9_28_27_1989
45,501.0,9_28_27_1992
46,502.0,9_28_27_1996
47,502.0,9_28_27_1996
48,503.0,9_28_27_2000
49,503.0,9_28_27_2004
50,502.0,9_28_27_2004
51,502.0,9_28_27_2008
52,501.0,9_28_27_2012
53,502.0,9_28_27_2013
54,502.0,9_28_27_2016
55,503.0,9_28_27_2017
56,503.0,9_28_27_2021
57,502.0,9_28_27_2025
58,503.0,9_28_27_2025
59,502.0,9_28_27_2029
60,501.0,9_28_27_2033
61,502.0,9_28_27_2034
62,502.0,9_28_27_2038
63,503.0,9_28_27_2041
64,503.0,9_28_27_2042
65,503.0,9_28_27_2045
66,502.0,9_28_27_2046
67,502.0,9_28_27_2050
68,501.0,9_28_27_2054
69,502.0,9_28_27_2054
70,502.0,9_28_27_2058
71,503.0,9_28_27_2062
72,503.0,9_28_27_2062
73,502.0,9_28_27_2065
74,502.0,9_28_27_2069
75,502.0,9_28_27_2070
76,501.0,9_28_27_2074
77,502.0,9_28_27_2074
78,503.0,9_28_27_2078
79,503.0,9_28_27_2082
80,503.0,9_28_27_2082
81,503.0,9_28_27_2086
82,502.0,9_28_27_2090
83,502.0,9_28_27_2091
84,501.0,9_28_27_2095
85,502.0,9_28_27_2095
86,502.0,9_28_27_2098
87,503.0,9_28_27_2103
88,502.0,9_28_27_2103
89,502.0,9_28_27_2106
90,501.0,9_28_27_2111
91,502.0,9_28_27_2112
92,502.0,9_28_27_2115
93,502.0,9_28_27_2119
94,503.0,9_28_27_2120
95,503.0,9_28_27_2123
96,503.0,9_28_27_2123
97,502.0,9_28_27_2127
98,501.0,9_28_27_2131
99,501.0,9_28_27_2132
100,502.0,9_28_27_2136
101,503.0,9_28_27_2140
102,503.0,9_28_27_2140
103,502.0,9_28_27_2144
104,502.0,9_28_27_2147
105,502.0,9_28_27_2148
106,502.0,9_28_27_2152
107,502.0,9_28_27_2153
108,502.0,9_28_27_2156
109,502.0,9_28_27_2160
110,503.0,9_28_27_2161
111,503.0,9_28_27_2164
112,502.0,9_28_27_2169
113,501.0,9_28_27_2169
114,501.0,9_28_27_2172
115,501.0,9_28_27_2177
116,502.0,9_28_27_2178
117,502.0,9_28_27_2180
118,502.0,9_28_27_2181
119,502.0,9_28_27_2184
120,502.0,9_28_27_2188
121,501.0,9_28_27_2189
122,501.0,9_28_27_2193
123,501.0,9_28_27_2196
124,503.0,9_28_27_2197
125,503.0,9_28_27_2201
126,503.0,9_28_27_2204
127,503.0,9_28_27_2205
128,501.0,9_28_27_2209
129,501.0,9_28_27_2209
130,502.0,9_28_27_2213
131,502.0,9_28_28_2217
132,502.0,9_28_28_2218
133,503.0,9_28_28_2221
134,502.0,9_28_28_2225
135,502.0,9_28_28_2225
136,501.0,9_28_28_2229
137,501.0,9_28_28_2234
138,502.0,9_28_28_2234
139,502.0,9_28_28_2238
140,503.0,9_28_28_2239
141,503.0,9_28_28_2242
142,502.0,9_28_28_2246
143,502.0,9_28_28_2246
144,501.0,9_28_28_2250
145,501.0,9_28_28_2254
146,502.0,9_28_28_2254
147,503.0,9_28_28_2258
148,503.0,9_28_28_2258
149,502.0,9_28_28_2262
150,503.0,9_28_28_2266
151,501.0,9_28_28_2266
152,501.0,9_28_28_2270
153,502.0,9_28_28_2275
154,502.0,9_28_28_2276
155,503.0,9_28_28_2278
156,503.0,9_28_28_2283
157,503.0,9_28_28_2284
158,502.0,9_28_28_2287
159,501.0,9_28_28_2287
160,501.0,9_28_28_2291
161,501.0,9_28_28_2295
162,503.0,9_28_28_2295
163,502.0,9_28_28_2299
164,503.0,9_28_28_2303
165,503.0,9_28_28_2303
166,502.0,9_28_28_2307
167,501.0,9_28_28_2312
168,501.0,9_28_28_2313
169,502.0,9_28_28_2316
170,502.0,9_28_28_2316
171,503.0,9_28_28_2320
172,502.0,9_28_28_2324
173,502.0,9_28_28_2324
174,502.0,9_28_28_2328
175,501.0,9_28_28_2332
176,501.0,9_28_28_2332
177,502.0,9_28_28_2336
178,502.0,9_28_28_2340
179,503.0,9_28_28_2341
180,503.0,9_28_28_2345
181,502.0,9_28_28_2345
182,501.0,9_28_28_2349
183,501.0,9_28_28_2352
184,501.0,9_28_28_2353
185,502.0,9_28_28_2357
186,502.0,9_28_28_2361
187,503.0,9_28_28_2361
