X-Position,Current_Reading,Time_Stamp
930,276.0,12_10_5_39545
931,260.0,12_10_5_39596
932,254.0,12_10_5_39628
933,243.0,12_10_5_39662
934,245.0,12_10_5_39712
935,251.0,12_10_5_39746
936,251.0,12_10_5_39795
937,267.0,12_10_5_39828
938,358.0,12_10_5_39878
939,403.0,12_10_5_39911
940,438.0,12_10_5_39962
941,470.0,12_10_5_39995
942,384.0,12_10_5_40029
943,316.0,12_10_5_40079
944,271.0,12_10_5_40112
945,237.0,12_10_5_40162
946,217.0,12_10_5_40195
947,219.0,12_10_6_40228
948,299.0,12_10_6_40278
949,366.0,12_10_6_40312
950,338.0,12_10_6_40362
951,276.0,12_10_6_40395
952,236.0,12_10_6_40445
953,234.0,12_10_6_40479
954,301.0,12_10_6_40528
955,265.0,12_10_6_40561
956,240.0,12_10_6_40595
957,289.0,12_10_6_40645
958,360.0,12_10_6_40679
959,328.0,12_10_6_40729
960,273.0,12_10_6_40762
961,250.0,12_10_6_40812
962,252.0,12_10_6_40845
963,238.0,12_10_6_40879
964,220.0,12_10_6_40929
965,208.0,12_10_6_40962
966,204.0,12_10_6_41012
967,200.0,12_10_6_41045
968,197.0,12_10_6_41095
969,192.0,12_10_6_41128
970,192.0,12_10_6_41179
971,195.0,12_10_6_41212
972,220.0,12_10_7_41246
973,308.0,12_10_7_41295
974,371.0,12_10_7_41329
975,349.0,12_10_7_41378
976,296.0,12_10_7_41412
977,262.0,12_10_7_41461
978,239.0,12_10_7_41496
979,285.0,12_10_7_41529
980,366.0,12_10_7_41579
981,332.0,12_10_7_41612
982,273.0,12_10_7_41662
983,244.0,12_10_7_41696
984,220.0,12_10_7_41745
985,215.0,12_10_7_41778
986,239.0,12_10_7_41812
987,328.0,12_10_7_41862
988,337.0,12_10_7_41896
989,292.0,12_10_7_41945
990,249.0,12_10_7_41979
991,228.0,12_10_7_42028
992,220.0,12_10_7_42062
993,254.0,12_10_7_42112
994,343.0,12_10_7_42145
995,359.0,12_10_7_42178
996,295.0,12_10_8_42229
997,262.0,12_10_8_42262
998,239.0,12_10_8_42312
999,222.0,12_10_8_42345
1000,216.0,12_10_8_42395
1001,217.0,12_10_8_42428
1002,205.0,12_10_8_42462
1003,212.0,12_10_8_42512
1004,212.0,12_10_8_42545
1005,204.0,12_10_8_42596
1006,204.0,12_10_8_42629
1007,214.0,12_10_8_42679
1008,205.0,12_10_8_42712
1009,314.0,12_10_8_42762
1010,375.0,12_10_8_42795
1011,372.0,12_10_8_42829
1012,319.0,12_10_8_42879
1013,354.0,12_10_8_42912
1014,403.0,12_10_8_42962
1015,413.0,12_10_8_42996
1016,367.0,12_10_8_43045
1017,415.0,12_10_8_43078
1018,452.0,12_10_8_43112
1019,378.0,12_10_8_43162
1020,311.0,12_10_8_43195
1021,281.0,12_10_9_43245
1022,259.0,12_10_9_43278
1023,248.0,12_10_9_43329
1024,233.0,12_10_9_43362
1025,226.0,12_10_9_43396
1026,226.0,12_10_9_43445
1027,222.0,12_10_9_43478
1028,214.0,12_10_9_43528
1029,207.0,12_10_9_43562
1030,216.0,12_10_9_43612
1031,205.0,12_10_9_43646
1032,201.0,12_10_9_43696
1033,206.0,12_10_9_43729
1034,208.0,12_10_9_43762
1035,208.0,12_10_9_43812
1036,207.0,12_10_9_43845
1037,214.0,12_10_9_43895
1038,210.0,12_10_9_43928
1039,218.0,12_10_9_43979
1040,215.0,12_10_9_44012
1041,212.0,12_10_9_44046
1042,219.0,12_10_9_44096
1043,218.0,12_10_9_44129
1044,221.0,12_10_9_44179
1045,215.0,12_10_9_44212
1046,208.0,12_10_10_44262
1047,213.0,12_10_10_44295
1048,209.0,12_10_10_44346
1049,208.0,12_10_10_44379
1050,210.0,12_10_10_44412
1051,207.0,12_10_10_44462
1052,263.0,12_10_10_44496
1053,345.0,12_10_10_44545
1054,395.0,12_10_10_44579
1055,342.0,12_10_10_44628
1056,374.0,12_10_10_44662
1057,428.0,12_10_10_44696
1058,417.0,12_10_10_44745
1059,351.0,12_10_10_44779
1060,371.0,12_10_10_44828
1061,412.0,12_10_10_44862
1062,424.0,12_10_10_44912
1063,350.0,12_10_10_44946
1064,307.0,12_10_10_44996
1065,360.0,12_10_10_45029
1066,411.0,12_10_10_45062
1067,391.0,12_10_10_45112
1068,338.0,12_10_10_45145
1069,296.0,12_10_10_45195
1070,320.0,12_10_11_45229
1071,393.0,12_10_11_45262
1072,402.0,12_10_11_45312
1073,336.0,12_10_11_45346
1074,293.0,12_10_11_45396
1075,351.0,12_10_11_45429
1076,407.0,12_10_11_45479
1077,363.0,12_10_11_45512
1078,311.0,12_10_11_45562
1079,353.0,12_10_11_45595
1080,413.0,12_10_11_45629
1081,394.0,12_10_11_45679
1082,322.0,12_10_11_45712
1083,280.0,12_10_11_45762
1084,246.0,12_10_11_45795
1085,228.0,12_10_11_45846
1086,223.0,12_10_11_45879
1087,223.0,12_10_11_45928
1088,220.0,12_10_11_45963
1089,205.0,12_10_11_45996
1090,208.0,12_10_11_46046
1091,199.0,12_10_11_46079
1092,203.0,12_10_11_46129
1093,192.0,12_10_11_46162
1094,191.0,12_10_11_46212
1095,194.0,12_10_12_46245
1096,192.0,12_10_12_46279
1097,198.0,12_10_12_46329
1098,191.0,12_10_12_46362
1099,194.0,12_10_12_46412
1100,192.0,12_10_12_46446
1101,195.0,12_10_12_46496
1102,208.0,12_10_12_46529
1103,209.0,12_10_12_46563
1104,248.0,12_10_12_46612
1105,338.0,12_10_12_46645
1106,396.0,12_10_12_46696
1107,433.0,12_10_12_46729
1108,459.0,12_10_12_46779
1109,480.0,12_10_12_46812
1110,485.0,12_10_12_46862
1111,491.0,12_10_12_46895
1112,504.0,12_10_12_46928
1113,500.0,12_10_12_46979
1114,503.0,12_10_12_47012
1115,507.0,12_10_12_47062
1116,504.0,12_10_12_47096
1117,503.0,12_10_12_47146
1118,505.0,12_10_12_47179
1119,505.0,12_10_12_47212
1120,504.0,12_10_13_47262
1121,512.0,12_10_13_47295
1122,504.0,12_10_13_47346
1123,504.0,12_10_13_47379
1124,504.0,12_10_13_47428
1125,505.0,12_10_13_47463
1126,508.0,12_10_13_47496
1127,508.0,12_10_13_47546
1128,503.0,12_10_13_47578
1129,507.0,12_10_13_47629
1130,505.0,12_10_13_47662
1131,504.0,12_10_13_47713
1132,511.0,12_10_13_47746
1133,505.0,12_10_13_47795
1134,512.0,12_10_13_47829
1135,511.0,12_10_13_47863
1136,504.0,12_10_13_47912
1137,508.0,12_10_13_47945
1138,512.0,12_10_13_47996
1139,504.0,12_10_13_48029
1140,511.0,12_10_13_48079
1141,504.0,12_10_13_48112
1142,504.0,12_10_13_48146
1143,511.0,12_10_13_48196
1144,510.0,12_10_14_48229
1145,507.0,12_10_14_48279
1146,504.0,12_10_14_48312
1147,504.0,12_10_14_48362
1148,504.0,12_10_14_48395
1149,513.0,12_10_14_48445
1150,502.0,12_10_14_48479
1151,504.0,12_10_14_48513
1152,505.0,12_10_14_48562
