X-Position,Current_Reading,Time_Stamp
140,278.0,12_9_33_7494
141,248.0,12_9_33_7527
142,240.0,12_9_33_7561
143,238.0,12_9_33_7611
144,221.0,12_9_33_7644
145,268.0,12_9_33_7694
146,356.0,12_9_33_7727
147,407.0,12_9_33_7778
148,438.0,12_9_33_7811
149,468.0,12_9_33_7844
150,480.0,12_9_33_7894
151,486.0,12_9_33_7928
152,492.0,12_9_33_7978
153,505.0,12_9_33_8011
154,499.0,12_9_33_8061
155,462.0,12_9_33_8094
156,411.0,12_9_33_8128
157,358.0,12_9_33_8178
158,325.0,12_9_33_8211
159,309.0,12_9_34_8261
160,350.0,12_9_34_8294
161,402.0,12_9_34_8344
162,439.0,12_9_34_8378
163,462.0,12_9_34_8411
164,425.0,12_9_34_8461
165,357.0,12_9_34_8494
166,307.0,12_9_34_8544
167,277.0,12_9_34_8577
168,302.0,12_9_34_8611
169,370.0,12_9_34_8661
170,416.0,12_9_34_8694
171,388.0,12_9_34_8744
172,330.0,12_9_34_8777
173,286.0,12_9_34_8827
174,270.0,12_9_34_8861
175,273.0,12_9_34_8911
176,360.0,12_9_34_8944
177,398.0,12_9_34_8995
178,333.0,12_9_34_9028
179,290.0,12_9_34_9061
180,280.0,12_9_34_9110
181,342.0,12_9_34_9144
182,364.0,12_9_34_9194
183,319.0,12_9_35_9227
184,290.0,12_9_35_9278
185,371.0,12_9_35_9311
186,419.0,12_9_35_9344
187,390.0,12_9_35_9394
188,324.0,12_9_35_9427
189,293.0,12_9_35_9477
190,332.0,12_9_35_9511
191,392.0,12_9_35_9561
192,396.0,12_9_35_9594
193,327.0,12_9_35_9627
194,290.0,12_9_35_9677
195,262.0,12_9_35_9711
196,244.0,12_9_35_9761
197,238.0,12_9_35_9794
198,233.0,12_9_35_9844
199,223.0,12_9_35_9878
200,222.0,12_9_35_9928
201,220.0,12_9_35_9960
202,223.0,12_9_35_9994
203,222.0,12_9_35_10044
204,223.0,12_9_35_10077
205,216.0,12_9_35_10127
206,222.0,12_9_35_10161
207,222.0,12_9_35_10211
208,232.0,12_9_36_10244
209,327.0,12_9_36_10278
210,386.0,12_9_36_10327
211,432.0,12_9_36_10361
212,455.0,12_9_36_10411
213,479.0,12_9_36_10445
214,482.0,12_9_36_10494
215,496.0,12_9_36_10527
216,430.0,12_9_36_10561
217,346.0,12_9_36_10611
218,289.0,12_9_36_10644
219,256.0,12_9_36_10694
220,241.0,12_9_36_10728
221,231.0,12_9_36_10777
222,214.0,12_9_36_10810
223,209.0,12_9_36_10844
224,205.0,12_9_36_10894
225,206.0,12_9_36_10927
226,207.0,12_9_36_10978
227,200.0,12_9_36_11011
228,204.0,12_9_36_11061
229,210.0,12_9_36_11094
230,202.0,12_9_36_11145
231,208.0,12_9_36_11178
232,203.0,12_9_36_11210
233,205.0,12_9_37_11260
234,201.0,12_9_37_11294
235,208.0,12_9_37_11344
236,196.0,12_9_37_11378
237,207.0,12_9_37_11428
238,208.0,12_9_37_11460
239,267.0,12_9_37_11494
240,360.0,12_9_37_11544
241,401.0,12_9_37_11578
242,442.0,12_9_37_11628
243,461.0,12_9_37_11660
244,479.0,12_9_37_11711
245,491.0,12_9_37_11744
246,492.0,12_9_37_11777
247,437.0,12_9_37_11827
248,342.0,12_9_37_11860
249,288.0,12_9_37_11910
250,259.0,12_9_37_11944
251,236.0,12_9_37_11994
252,224.0,12_9_37_12027
253,219.0,12_9_37_12077
254,204.0,12_9_37_12110
255,208.0,12_9_37_12144
256,210.0,12_9_37_12194
257,202.0,12_9_38_12228
258,202.0,12_9_38_12278
259,200.0,12_9_38_12311
260,196.0,12_9_38_12361
261,199.0,12_9_38_12394
262,205.0,12_9_38_12427
263,200.0,12_9_38_12478
264,202.0,12_9_38_12510
265,204.0,12_9_38_12561
266,200.0,12_9_38_12594
267,199.0,12_9_38_12644
268,199.0,12_9_38_12677
269,203.0,12_9_38_12711
270,209.0,12_9_38_12761
271,204.0,12_9_38_12794
272,198.0,12_9_38_12844
273,209.0,12_9_38_12878
274,204.0,12_9_38_12928
275,206.0,12_9_38_12961
276,209.0,12_9_38_13011
277,203.0,12_9_38_13044
278,200.0,12_9_38_13077
279,202.0,12_9_38_13127
280,198.0,12_9_38_13160
281,202.0,12_9_38_13211
282,199.0,12_9_39_13245
283,202.0,12_9_39_13294
284,200.0,12_9_39_13328
285,208.0,12_9_39_13361
286,199.0,12_9_39_13411
287,210.0,12_9_39_13444
288,202.0,12_9_39_13494
289,200.0,12_9_39_13528
290,202.0,12_9_39_13578
291,202.0,12_9_39_13611
292,204.0,12_9_39_13661
293,200.0,12_9_39_13694
294,207.0,12_9_39_13727
295,198.0,12_9_39_13777
296,200.0,12_9_39_13811
297,205.0,12_9_39_13861
298,208.0,12_9_39_13894
299,208.0,12_9_39_13944
300,208.0,12_9_39_13977
301,196.0,12_9_39_14011
302,201.0,12_9_39_14060
303,210.0,12_9_39_14094
304,197.0,12_9_39_14144
305,201.0,12_9_39_14177
306,193.0,12_9_40_14228
307,200.0,12_9_40_14261
308,199.0,12_9_40_14311
309,206.0,12_9_40_14344
310,201.0,12_9_40_14378
311,200.0,12_9_40_14428
312,205.0,12_9_40_14460
313,199.0,12_9_40_14511
314,197.0,12_9_40_14544
315,202.0,12_9_40_14594
316,222.0,12_9_40_14627
317,326.0,12_9_40_14660
318,383.0,12_9_40_14711
319,424.0,12_9_40_14744
320,458.0,12_9_40_14794
321,473.0,12_9_40_14828
322,481.0,12_9_40_14861
323,491.0,12_9_40_14911
324,400.0,12_9_40_14944
325,324.0,12_9_40_14994
326,288.0,12_9_40_15028
327,252.0,12_9_40_15077
328,229.0,12_9_40_15111
329,223.0,12_9_40_15160
330,212.0,12_9_40_15195
331,204.0,12_9_41_15228
332,208.0,12_9_41_15278
333,200.0,12_9_41_15311
334,203.0,12_9_41_15361
335,212.0,12_9_41_15394
336,216.0,12_9_41_15444
337,256.0,12_9_41_15478
338,335.0,12_9_41_15528
339,398.0,12_9_41_15561
340,432.0,12_9_41_15595
341,458.0,12_9_41_15645
342,471.0,12_9_41_15678
343,438.0,12_9_41_15728
344,383.0,12_9_41_15761
345,331.0,12_9_41_15811
346,297.0,12_9_41_15844
347,267.0,12_9_41_15878
348,244.0,12_9_41_15927
349,234.0,12_9_41_15961
350,226.0,12_9_41_16011
351,208.0,12_9_41_16044
352,207.0,12_9_41_16094
353,208.0,12_9_41_16127
354,197.0,12_9_41_16161
355,206.0,12_9_41_16211
356,192.0,12_9_42_16244
357,200.0,12_9_42_16294
358,195.0,12_9_42_16327
359,199.0,12_9_42_16378
360,200.0,12_9_42_16411
361,199.0,12_9_42_16461
362,209.0,12_9_42_16495
363,199.0,12_9_42_16527
364,206.0,12_9_42_16578
365,204.0,12_9_42_16611
366,198.0,12_9_42_16661
367,215.0,12_9_42_16694
368,217.0,12_9_42_16744
369,219.0,12_9_42_16778
370,207.0,12_9_42_16811
371,216.0,12_9_42_16860
372,216.0,12_9_42_16894
373,270.0,12_9_42_16944
374,347.0,12_9_42_16977
375,365.0,12_9_42_17027
376,321.0,12_9_42_17061
377,288.0,12_9_42_17094
378,299.0,12_9_42_17144
379,377.0,12_9_42_17178
380,417.0,12_9_43_17228
381,374.0,12_9_43_17261
382,327.0,12_9_43_17311
383,371.0,12_9_43_17345
384,419.0,12_9_43_17394
385,360.0,12_9_43_17428
386,321.0,12_9_43_17461
387,361.0,12_9_43_17511
388,367.0,12_9_43_17544
389,318.0,12_9_43_17594
390,297.0,12_9_43_17628
391,365.0,12_9_43_17678
392,386.0,12_9_43_17711
393,337.0,12_9_43_17744
394,313.0,12_9_43_17794
395,380.0,12_9_43_17828
396,422.0,12_9_43_17878
397,394.0,12_9_43_17911
398,347.0,12_9_43_17961
399,408.0,12_9_43_17994
400,438.0,12_9_43_18045
401,382.0,12_9_43_18078
402,325.0,12_9_43_18111
403,324.0,12_9_43_18161
404,384.0,12_9_43_18194
405,399.0,12_9_44_18244
406,367.0,12_9_44_18277
407,339.0,12_9_44_18328
408,404.0,12_9_44_18361
409,433.0,12_9_44_18395
410,462.0,12_9_44_18444
411,481.0,12_9_44_18478
412,369.0,12_9_44_18527
413,307.0,12_9_44_18561
414,264.0,12_9_44_18611
415,232.0,12_9_44_18644
416,220.0,12_9_44_18677
417,212.0,12_9_44_18728
418,198.0,12_9_44_18761
419,195.0,12_9_44_18811
420,200.0,12_9_44_18844
421,192.0,12_9_44_18894
422,223.0,12_9_44_18928
423,321.0,12_9_44_18978
424,384.0,12_9_44_19011
425,433.0,12_9_44_19044
426,453.0,12_9_44_19094
427,433.0,12_9_44_19128
428,369.0,12_9_44_19178
429,328.0,12_9_44_19211
430,292.0,12_9_45_19261
431,257.0,12_9_45_19294
432,242.0,12_9_45_19328
433,230.0,12_9_45_19377
434,210.0,12_9_45_19411
435,208.0,12_9_45_19461
436,208.0,12_9_45_19494
437,193.0,12_9_45_19544
438,195.0,12_9_45_19577
439,192.0,12_9_45_19611
440,237.0,12_9_45_19661
441,330.0,12_9_45_19694
442,394.0,12_9_45_19744
443,432.0,12_9_45_19778
444,453.0,12_9_45_19828
445,479.0,12_9_45_19861
446,490.0,12_9_45_19894
447,491.0,12_9_45_19944
448,497.0,12_9_45_19978
449,442.0,12_9_45_20028
450,355.0,12_9_45_20061
451,296.0,12_9_45_20111
452,270.0,12_9_45_20144
453,239.0,12_9_45_20194
454,219.0,12_9_46_20227
455,216.0,12_9_46_20261
456,263.0,12_9_46_20311
457,347.0,12_9_46_20344
458,402.0,12_9_46_20394
459,401.0,12_9_46_20427
460,362.0,12_9_46_20478
461,328.0,12_9_46_20511
462,290.0,12_9_46_20544
463,273.0,12_9_46_20594
464,249.0,12_9_46_20628
465,226.0,12_9_46_20678
466,218.0,12_9_46_20711
467,215.0,12_9_46_20761
468,207.0,12_9_46_20795
469,212.0,12_9_46_20828
470,272.0,12_9_46_20878
471,347.0,12_9_46_20911
472,327.0,12_9_46_20961
473,309.0,12_9_46_20995
474,280.0,12_9_46_21044
475,266.0,12_9_46_21078
476,248.0,12_9_46_21128
477,242.0,12_9_46_21162
478,240.0,12_9_46_21194
479,242.0,12_9_47_21245
480,240.0,12_9_47_21277
481,232.0,12_9_47_21328
482,236.0,12_9_47_21361
483,231.0,12_9_47_21411
484,229.0,12_9_47_21445
485,249.0,12_9_47_21478
486,315.0,12_9_47_21527
487,314.0,12_9_47_21562
488,304.0,12_9_47_21611
489,288.0,12_9_47_21645
490,270.0,12_9_47_21695
491,256.0,12_9_47_21728
492,234.0,12_9_47_21778
493,232.0,12_9_47_21812
494,225.0,12_9_47_21845
495,220.0,12_9_47_21895
496,241.0,12_9_47_21928
497,325.0,12_9_47_21978
498,385.0,12_9_47_22011
499,435.0,12_9_47_22061
500,428.0,12_9_47_22094
501,372.0,12_9_47_22128
502,339.0,12_9_47_22178
503,303.0,12_9_47_22212
504,288.0,12_9_48_22262
505,276.0,12_9_48_22294
506,261.0,12_9_48_22345
507,252.0,12_9_48_22378
508,245.0,12_9_48_22411
509,238.0,12_9_48_22461
510,236.0,12_9_48_22494
511,247.0,12_9_48_22545
512,264.0,12_9_48_22577
513,284.0,12_9_48_22628
514,283.0,12_9_48_22662
515,273.0,12_9_48_22711
516,252.0,12_9_48_22744
517,245.0,12_9_48_22778
518,232.0,12_9_48_22827
519,238.0,12_9_48_22861
520,292.0,12_9_48_22911
521,362.0,12_9_48_22944
522,404.0,12_9_48_22995
523,417.0,12_9_48_23028
524,450.0,12_9_48_23061
525,418.0,12_9_48_23112
526,394.0,12_9_48_23145
527,351.0,12_9_48_23194
528,311.0,12_9_49_23227
529,278.0,12_9_49_23277
530,247.0,12_9_49_23311
531,232.0,12_9_49_23344
532,221.0,12_9_49_23394
533,215.0,12_9_49_23428
534,212.0,12_9_49_23477
535,214.0,12_9_49_23512
536,205.0,12_9_49_23561
537,204.0,12_9_49_23595
538,216.0,12_9_49_23645
539,212.0,12_9_49_23678
540,220.0,12_9_49_23711
541,229.0,12_9_49_23761
542,225.0,12_9_49_23794
543,220.0,12_9_49_23844
544,225.0,12_9_49_23878
545,215.0,12_9_49_23927
546,220.0,12_9_49_23961
547,224.0,12_9_49_23995
548,223.0,12_9_49_24045
549,218.0,12_9_49_24078
550,212.0,12_9_49_24128
551,212.0,12_9_49_24161
552,210.0,12_9_49_24211
553,218.0,12_9_50_24244
554,204.0,12_9_50_24278
555,208.0,12_9_50_24327
556,207.0,12_9_50_24361
557,214.0,12_9_50_24411
558,211.0,12_9_50_24445
559,202.0,12_9_50_24495
560,208.0,12_9_50_24528
561,199.0,12_9_50_24578
562,199.0,12_9_50_24611
563,202.0,12_9_50_24644
564,198.0,12_9_50_24695
565,204.0,12_9_50_24728
566,215.0,12_9_50_24778
567,237.0,12_9_50_24811
568,238.0,12_9_50_24862
569,238.0,12_9_50_24895
570,233.0,12_9_50_24928
571,236.0,12_9_50_24978
572,226.0,12_9_50_25011
573,228.0,12_9_50_25061
574,234.0,12_9_50_25094
575,220.0,12_9_50_25145
576,224.0,12_9_50_25178
577,219.0,12_9_50_25211
578,215.0,12_9_51_25261
579,217.0,12_9_51_25295
580,222.0,12_9_51_25345
581,211.0,12_9_51_25378
582,223.0,12_9_51_25428
583,216.0,12_9_51_25461
584,215.0,12_9_51_25511
585,216.0,12_9_51_25544
586,216.0,12_9_51_25578
587,212.0,12_9_51_25627
588,216.0,12_9_51_25661
589,223.0,12_9_51_25712
590,210.0,12_9_51_25744
591,221.0,12_9_51_25795
592,209.0,12_9_51_25828
593,209.0,12_9_51_25861
594,213.0,12_9_51_25911
595,215.0,12_9_51_25944
596,208.0,12_9_51_25994
597,217.0,12_9_51_26028
598,207.0,12_9_51_26078
599,213.0,12_9_51_26111
600,218.0,12_9_51_26161
601,210.0,12_9_51_26195
602,205.0,12_9_52_26228
603,207.0,12_9_52_26278
604,206.0,12_9_52_26311
605,204.0,12_9_52_26361
606,209.0,12_9_52_26395
607,200.0,12_9_52_26445
608,210.0,12_9_52_26478
609,212.0,12_9_52_26511
610,200.0,12_9_52_26561
611,200.0,12_9_52_26594
612,210.0,12_9_52_26645
613,200.0,12_9_52_26678
614,212.0,12_9_52_26728
615,208.0,12_9_52_26761
616,198.0,12_9_52_26795
617,205.0,12_9_52_26844
618,207.0,12_9_52_26878
619,199.0,12_9_52_26928
620,207.0,12_9_52_26961
621,197.0,12_9_52_27011
622,204.0,12_9_52_27045
623,204.0,12_9_52_27095
624,211.0,12_9_52_27128
625,209.0,12_9_52_27161
626,199.0,12_9_52_27211
627,211.0,12_9_53_27245
628,203.0,12_9_53_27295
629,202.0,12_9_53_27328
630,207.0,12_9_53_27378
631,200.0,12_9_53_27411
632,203.0,12_9_53_27445
633,205.0,12_9_53_27495
634,200.0,12_9_53_27528
635,208.0,12_9_53_27578
636,210.0,12_9_53_27612
637,207.0,12_9_53_27661
638,208.0,12_9_53_27694
639,207.0,12_9_53_27744
640,200.0,12_9_53_27778
641,206.0,12_9_53_27812
642,207.0,12_9_53_27862
643,201.0,12_9_53_27895
644,218.0,12_9_53_27945
645,223.0,12_9_53_27978
646,237.0,12_9_53_28028
647,258.0,12_9_53_28061
648,262.0,12_9_53_28095
649,260.0,12_9_53_28145
650,268.0,12_9_53_28178
651,259.0,12_9_54_28228
652,257.0,12_9_54_28262
653,264.0,12_9_54_28312
654,256.0,12_9_54_28345
655,255.0,12_9_54_28378
656,256.0,12_9_54_28428
657,246.0,12_9_54_28461
658,252.0,12_9_54_28512
659,247.0,12_9_54_28545
660,245.0,12_9_54_28595
661,240.0,12_9_54_28628
662,235.0,12_9_54_28678
663,234.0,12_9_54_28711
664,232.0,12_9_54_28744
665,231.0,12_9_54_28795
666,227.0,12_9_54_28828
667,225.0,12_9_54_28878
668,232.0,12_9_54_28911
669,230.0,12_9_54_28961
670,232.0,12_9_54_28994
671,234.0,12_9_54_29028
672,224.0,12_9_54_29078
673,221.0,12_9_54_29111
674,225.0,12_9_54_29162
675,223.0,12_9_54_29195
676,226.0,12_9_55_29245
677,223.0,12_9_55_29278
678,220.0,12_9_55_29311
679,222.0,12_9_55_29361
680,225.0,12_9_55_29394
681,219.0,12_9_55_29445
682,219.0,12_9_55_29478
683,213.0,12_9_55_29528
684,222.0,12_9_55_29561
685,216.0,12_9_55_29612
686,220.0,12_9_55_29645
687,220.0,12_9_55_29678
688,224.0,12_9_55_29728
689,221.0,12_9_55_29761
690,217.0,12_9_55_29811
691,224.0,12_9_55_29844
692,226.0,12_9_55_29895
693,223.0,12_9_55_29928
694,224.0,12_9_55_29962
695,219.0,12_9_55_30011
696,216.0,12_9_55_30045
697,218.0,12_9_55_30095
698,225.0,12_9_55_30128
699,213.0,12_9_55_30178
700,222.0,12_9_55_30212
701,220.0,12_9_56_30262
702,216.0,12_9_56_30295
703,220.0,12_9_56_30328
704,219.0,12_9_56_30378
705,218.0,12_9_56_30411
706,223.0,12_9_56_30461
707,230.0,12_9_56_30495
708,231.0,12_9_56_30545
709,242.0,12_9_56_30578
710,255.0,12_9_56_30611
711,260.0,12_9_56_30661
712,273.0,12_9_56_30695
713,277.0,12_9_56_30744
714,269.0,12_9_56_30778
715,278.0,12_9_56_30828
716,280.0,12_9_56_30862
717,272.0,12_9_56_30912
718,274.0,12_9_56_30945
719,265.0,12_9_56_30979
720,268.0,12_9_56_31028
721,263.0,12_9_56_31061
722,269.0,12_9_56_31111
723,262.0,12_9_56_31144
724,265.0,12_9_56_31195
725,256.0,12_9_57_31229
726,258.0,12_9_57_31262
727,260.0,12_9_57_31311
728,257.0,12_9_57_31345
729,265.0,12_9_57_31395
730,248.0,12_9_57_31428
731,252.0,12_9_57_31478
732,248.0,12_9_57_31512
733,253.0,12_9_57_31545
734,248.0,12_9_57_31595
735,244.0,12_9_57_31629
736,251.0,12_9_57_31678
737,247.0,12_9_57_31712
738,248.0,12_9_57_31761
739,250.0,12_9_57_31794
740,240.0,12_9_57_31845
741,244.0,12_9_57_31879
742,250.0,12_9_57_31912
743,236.0,12_9_57_31962
744,238.0,12_9_57_31995
745,232.0,12_9_57_32044
746,242.0,12_9_57_32078
747,236.0,12_9_57_32128
748,239.0,12_9_57_32162
749,237.0,12_9_57_32194
750,242.0,12_9_58_32245
751,240.0,12_9_58_32279
752,239.0,12_9_58_32329
753,235.0,12_9_58_32362
754,240.0,12_9_58_32411
755,239.0,12_9_58_32445
756,243.0,12_9_58_32478
757,242.0,12_9_58_32528
758,240.0,12_9_58_32562
759,246.0,12_9_58_32611
760,247.0,12_9_58_32645
761,240.0,12_9_58_32695
762,245.0,12_9_58_32728
763,243.0,12_9_58_32779
764,246.0,12_9_58_32811
765,250.0,12_9_58_32845
766,235.0,12_9_58_32895
767,247.0,12_9_58_32928
768,243.0,12_9_58_32978
769,236.0,12_9_58_33011
770,236.0,12_9_58_33062
771,235.0,12_9_58_33094
772,236.0,12_9_58_33128
773,239.0,12_9_58_33178
774,239.0,12_9_58_33212
775,237.0,12_9_59_33261
776,241.0,12_9_59_33295
777,244.0,12_9_59_33345
778,239.0,12_9_59_33378
779,244.0,12_9_59_33428
780,251.0,12_9_59_33462
781,257.0,12_9_59_33495
782,264.0,12_9_59_33545
783,275.0,12_9_59_33578
784,280.0,12_9_59_33628
785,280.0,12_9_59_33661
786,290.0,12_9_59_33712
787,277.0,12_9_59_33745
788,282.0,12_9_59_33778
789,281.0,12_9_59_33828
790,277.0,12_9_59_33861
791,269.0,12_9_59_33912
792,263.0,12_9_59_33945
793,266.0,12_9_59_33995
794,263.0,12_9_59_34028
795,270.0,12_9_59_34062
796,258.0,12_9_59_34112
797,257.0,12_9_59_34145
798,268.0,12_9_59_34195
799,261.0,12_10_0_34228
800,260.0,12_10_0_34278
801,258.0,12_10_0_34312
802,251.0,12_10_0_34361
803,252.0,12_10_0_34395
804,260.0,12_10_0_34429
805,250.0,12_10_0_34478
806,253.0,12_10_0_34511
807,255.0,12_10_0_34562
808,252.0,12_10_0_34595
809,256.0,12_10_0_34645
810,247.0,12_10_0_34678
811,249.0,12_10_0_34712
812,250.0,12_10_0_34761
813,250.0,12_10_0_34795
814,243.0,12_10_0_34845
815,252.0,12_10_0_34879
816,250.0,12_10_0_34929
817,249.0,12_10_0_34962
818,251.0,12_10_0_35012
819,244.0,12_10_0_35045
820,244.0,12_10_0_35078
821,241.0,12_10_0_35129
822,249.0,12_10_0_35161
823,240.0,12_10_0_35212
824,241.0,12_10_1_35245
825,247.0,12_10_1_35295
826,239.0,12_10_1_35328
827,248.0,12_10_1_35362
828,245.0,12_10_1_35412
829,235.0,12_10_1_35445
830,245.0,12_10_1_35495
831,239.0,12_10_1_35528
832,237.0,12_10_1_35578
833,237.0,12_10_1_35612
834,238.0,12_10_1_35645
835,232.0,12_10_1_35695
836,240.0,12_10_1_35728
837,235.0,12_10_1_35779
838,232.0,12_10_1_35812
839,237.0,12_10_1_35862
840,234.0,12_10_1_35895
841,227.0,12_10_1_35945
842,230.0,12_10_1_35979
843,228.0,12_10_1_36012
844,238.0,12_10_1_36062
845,237.0,12_10_1_36095
846,233.0,12_10_1_36146
847,232.0,12_10_1_36179
848,236.0,12_10_2_36228
849,223.0,12_10_2_36262
850,228.0,12_10_2_36295
851,228.0,12_10_2_36345
852,224.0,12_10_2_36379
853,234.0,12_10_2_36428
854,219.0,12_10_2_36462
855,228.0,12_10_2_36511
856,224.0,12_10_2_36545
857,230.0,12_10_2_36595
858,224.0,12_10_2_36628
859,222.0,12_10_2_36661
860,232.0,12_10_2_36712
861,230.0,12_10_2_36745
862,226.0,12_10_2_36795
863,226.0,12_10_2_36828
864,224.0,12_10_2_36878
865,228.0,12_10_2_36912
866,229.0,12_10_2_36945
867,223.0,12_10_2_36995
868,225.0,12_10_2_37028
869,219.0,12_10_2_37078
870,228.0,12_10_2_37112
871,224.0,12_10_2_37161
872,235.0,12_10_2_37195
873,234.0,12_10_3_37228
874,234.0,12_10_3_37279
875,250.0,12_10_3_37311
876,250.0,12_10_3_37362
877,248.0,12_10_3_37395
878,259.0,12_10_3_37445
879,260.0,12_10_3_37479
880,264.0,12_10_3_37529
881,287.0,12_10_3_37562
882,367.0,12_10_3_37596
883,410.0,12_10_3_37645
884,451.0,12_10_3_37679
885,464.0,12_10_3_37729
886,485.0,12_10_3_37762
887,486.0,12_10_3_37812
888,496.0,12_10_3_37845
889,503.0,12_10_3_37878
890,499.0,12_10_3_37928
891,501.0,12_10_3_37962
892,511.0,12_10_3_38012
893,502.0,12_10_3_38045
894,503.0,12_10_3_38079
895,512.0,12_10_3_38128
896,503.0,12_10_3_38162
897,500.0,12_10_3_38212
898,468.0,12_10_4_38245
899,412.0,12_10_4_38295
900,383.0,12_10_4_38331
901,360.0,12_10_4_38362
902,339.0,12_10_4_38412
903,339.0,12_10_4_38445
904,320.0,12_10_4_38495
905,320.0,12_10_4_38529
906,314.0,12_10_4_38578
907,299.0,12_10_4_38612
908,307.0,12_10_4_38645
909,308.0,12_10_4_38695
910,296.0,12_10_4_38729
911,299.0,12_10_4_38778
912,295.0,12_10_4_38811
913,301.0,12_10_4_38862
914,298.0,12_10_4_38895
915,304.0,12_10_4_38946
916,296.0,12_10_4_38978
917,291.0,12_10_4_39012
918,295.0,12_10_4_39062
919,293.0,12_10_4_39095
920,286.0,12_10_4_39145
921,280.0,12_10_4_39179
922,280.0,12_10_5_39228
923,279.0,12_10_5_39262
924,290.0,12_10_5_39295
925,288.0,12_10_5_39345
926,287.0,12_10_5_39379
927,294.0,12_10_5_39428
928,279.0,12_10_5_39461
929,274.0,12_10_5_39512
