X-Position,Current_Reading,Time_Stamp
250,504.0,22_41_19_11777
251,504.0,22_41_19_11812
252,504.0,22_41_19_11861
253,503.0,22_41_19_11895
254,504.0,22_41_19_11944
255,504.0,22_41_19_11977
256,503.0,22_41_19_12027
257,505.0,22_41_19_12061
258,503.0,22_41_20_12094
259,503.0,22_41_20_12144
260,508.0,22_41_20_12176
261,501.0,22_41_20_12227
262,501.0,22_41_20_12260
263,501.0,22_41_20_12309
264,503.0,22_41_20_12343
265,503.0,22_41_20_12393
266,502.0,22_41_20_12426
267,507.0,22_41_20_12459
268,501.0,22_41_20_12508
269,508.0,22_41_20_12542
270,502.0,22_41_20_12592
271,501.0,22_41_20_12625
272,504.0,22_41_20_12675
273,503.0,22_41_20_12707
274,503.0,22_41_20_12741
275,503.0,22_41_20_12792
276,504.0,22_41_20_12825
277,504.0,22_41_20_12858
278,504.0,22_41_20_12907
279,512.0,22_41_20_12958
280,507.0,22_41_20_12991
281,504.0,22_41_20_13024
282,505.0,22_41_21_13073
283,506.0,22_41_21_13105
284,503.0,22_41_21_13154
285,503.0,22_41_21_13186
286,503.0,22_41_21_13238
287,503.0,22_41_21_13270
288,503.0,22_41_21_13320
289,503.0,22_41_21_13352
290,503.0,22_41_21_13387
291,503.0,22_41_21_13436
292,506.0,22_41_21_13470
293,503.0,22_41_21_13519
294,503.0,22_41_21_13552
295,503.0,22_41_21_13602
296,501.0,22_41_21_13636
297,501.0,22_41_21_13669
298,501.0,22_41_21_13719
299,511.0,22_41_21_13752
300,501.0,22_41_21_13803
301,500.0,22_41_21_13851
302,502.0,22_41_21_13884
303,503.0,22_41_21_13916
304,501.0,22_41_21_13967
305,501.0,22_41_21_14000
306,502.0,22_41_21_14049
307,501.0,22_41_22_14083
308,502.0,22_41_22_14115
309,511.0,22_41_22_14166
310,504.0,22_41_22_14203
311,502.0,22_41_22_14236
312,503.0,22_41_22_14285
313,506.0,22_41_22_14319
314,509.0,22_41_22_14369
315,503.0,22_41_22_14402
316,504.0,22_41_22_14451
317,507.0,22_41_22_14483
318,503.0,22_41_22_14534
319,503.0,22_41_22_14567
320,504.0,22_41_22_14600
321,503.0,22_41_22_14649
322,512.0,22_41_22_14683
323,509.0,22_41_22_14720
324,513.0,22_41_22_14770
325,504.0,22_41_22_14804
326,504.0,22_41_22_14852
327,503.0,22_41_22_14886
328,504.0,22_41_22_14934
329,505.0,22_41_22_14968
330,502.0,22_41_22_15016
331,502.0,22_41_22_15050
332,512.0,22_41_23_15100
333,501.0,22_41_23_15134
334,501.0,22_41_23_15168
335,502.0,22_41_23_15218
336,508.0,22_41_23_15251
337,501.0,22_41_23_15302
338,500.0,22_41_23_15335
339,504.0,22_41_23_15368
340,501.0,22_41_23_15418
341,501.0,22_41_23_15450
342,501.0,22_41_23_15502
343,501.0,22_41_23_15538
344,502.0,22_41_23_15588
345,502.0,22_41_23_15620
346,502.0,22_41_23_15654
347,503.0,22_41_23_15705
348,502.0,22_41_23_15738
349,504.0,22_41_23_15787
350,503.0,22_41_23_15819
351,503.0,22_41_23_15852
352,503.0,22_41_23_15903
353,503.0,22_41_23_15936
354,504.0,22_41_23_15985
355,503.0,22_41_23_16019
356,504.0,22_41_24_16069
357,507.0,22_41_24_16102
358,514.0,22_41_24_16136
359,503.0,22_41_24_16184
360,504.0,22_41_24_16219
361,503.0,22_41_24_16269
362,505.0,22_41_24_16304
363,504.0,22_41_24_16337
364,507.0,22_41_24_16386
365,502.0,22_41_24_16420
366,502.0,22_41_24_16470
367,512.0,22_41_24_16504
368,503.0,22_41_24_16554
369,502.0,22_41_24_16570
370,502.0,22_41_24_16620
371,504.0,22_41_24_16670
372,501.0,22_41_24_16702
373,501.0,22_41_24_16753
374,501.0,22_41_24_16786
375,502.0,22_41_24_16819
376,501.0,22_41_24_16872
377,501.0,22_41_24_16906
378,502.0,22_41_24_16956
379,502.0,22_41_24_16989
380,502.0,22_41_24_17039
381,502.0,22_41_25_17072
382,502.0,22_41_25_17106
383,503.0,22_41_25_17156
384,513.0,22_41_25_17189
385,502.0,22_41_25_17239
386,503.0,22_41_25_17271
387,508.0,22_41_25_17322
388,506.0,22_41_25_17355
389,503.0,22_41_25_17389
390,503.0,22_41_25_17438
391,503.0,22_41_25_17471
392,504.0,22_41_25_17521
393,509.0,22_41_25_17555
394,504.0,22_41_25_17588
395,503.0,22_41_25_17638
396,503.0,22_41_25_17670
397,503.0,22_41_25_17721
398,503.0,22_41_25_17754
399,504.0,22_41_25_17803
400,503.0,22_41_25_17836
401,502.0,22_41_25_17887
402,508.0,22_41_25_17920
403,507.0,22_41_25_17953
404,501.0,22_41_25_18002
405,502.0,22_41_25_18036
406,502.0,22_41_26_18084
407,501.0,22_41_26_18116
408,501.0,22_41_26_18165
409,505.0,22_41_26_18199
410,502.0,22_41_26_18249
411,501.0,22_41_26_18282
412,501.0,22_41_26_18331
413,502.0,22_41_26_18365
414,501.0,22_41_26_18415
415,502.0,22_41_26_18448
416,503.0,22_41_26_18481
417,505.0,22_41_26_18531
418,502.0,22_41_26_18565
419,504.0,22_41_26_18615
420,502.0,22_41_26_18648
421,513.0,22_41_26_18681
422,503.0,22_41_26_18732
423,504.0,22_41_26_18764
424,504.0,22_41_26_18814
425,511.0,22_41_26_18846
426,504.0,22_41_26_18897
427,510.0,22_41_26_18930
428,508.0,22_41_26_18964
429,504.0,22_41_26_19013
430,505.0,22_41_26_19046
431,503.0,22_41_27_19113
432,503.0,22_41_27_19131
433,503.0,22_41_27_19180
434,503.0,22_41_27_19214
435,503.0,22_41_27_19247
436,502.0,22_41_27_19315
437,501.0,22_41_27_19333
438,502.0,22_41_27_19384
439,502.0,22_41_27_19419
440,501.0,22_41_27_19452
441,500.0,22_41_27_19503
442,502.0,22_41_27_19551
443,505.0,22_41_27_19586
444,502.0,22_41_27_19619
445,502.0,22_41_27_19653
446,508.0,22_41_27_19704
447,509.0,22_41_27_19753
448,502.0,22_41_27_19788
449,502.0,22_41_27_19821
450,505.0,22_41_27_19856
451,509.0,22_41_27_19905
452,504.0,22_41_27_19954
453,508.0,22_41_27_19989
454,505.0,22_41_27_20023
455,503.0,22_41_27_20059
456,504.0,22_41_28_20110
457,503.0,22_41_28_20159
458,503.0,22_41_28_20176
459,503.0,22_41_28_20227
460,503.0,22_41_28_20263
461,512.0,22_41_28_20296
462,505.0,22_41_28_20347
463,508.0,22_41_28_20380
464,503.0,22_41_28_20429
465,504.0,22_41_28_20463
466,504.0,22_41_28_20514
467,503.0,22_41_28_20547
468,503.0,22_41_28_20580
469,505.0,22_41_28_20629
470,504.0,22_41_28_20663
471,502.0,22_41_28_20713
472,505.0,22_41_28_20762
473,501.0,22_41_28_20797
474,501.0,22_41_28_20830
475,503.0,22_41_28_20866
476,500.0,22_41_28_20916
477,501.0,22_41_28_20965
478,509.0,22_41_28_20998
479,507.0,22_41_28_21033
480,501.0,22_41_29_21066
481,502.0,22_41_29_21135
482,503.0,22_41_29_21153
483,502.0,22_41_29_21203
484,502.0,22_41_29_21237
485,503.0,22_41_29_21270
486,502.0,22_41_29_21337
487,502.0,22_41_29_21355
488,503.0,22_41_29_21404
489,502.0,22_41_29_21438
490,503.0,22_41_29_21473
491,503.0,22_41_29_21524
492,505.0,22_41_29_21573
493,507.0,22_41_29_21590
494,504.0,22_41_29_21642
495,511.0,22_41_29_21677
496,504.0,22_41_29_21728
497,507.0,22_41_29_21777
498,510.0,22_41_29_21795
499,503.0,22_41_29_21844
500,503.0,22_41_29_21879
501,503.0,22_41_29_21928
502,505.0,22_41_29_21962
503,510.0,22_41_29_22010
504,503.0,22_41_29_22043
505,503.0,22_41_30_22076
506,506.0,22_41_30_22127
507,501.0,22_41_30_22160
508,501.0,22_41_30_22209
509,502.0,22_41_30_22243
510,504.0,22_41_30_22293
511,501.0,22_41_30_22326
512,501.0,22_41_30_22376
513,500.0,22_41_30_22408
514,501.0,22_41_30_22442
515,501.0,22_41_30_22492
516,501.0,22_41_30_22525
517,501.0,22_41_30_22575
518,502.0,22_41_30_22607
519,502.0,22_41_30_22641
520,502.0,22_41_30_22692
521,503.0,22_41_30_22725
522,505.0,22_41_30_22775
523,502.0,22_41_30_22807
524,503.0,22_41_30_22858
525,503.0,22_41_30_22891
526,504.0,22_41_30_22924
527,503.0,22_41_30_22974
528,504.0,22_41_30_23006
529,509.0,22_41_30_23057
530,504.0,22_41_31_23090
531,504.0,22_41_31_23125
532,505.0,22_41_31_23176
533,503.0,22_41_31_23211
534,503.0,22_41_31_23260
535,503.0,22_41_31_23294
536,504.0,22_41_31_23343
537,504.0,22_41_31_23376
538,508.0,22_41_31_23410
539,503.0,22_41_31_23460
540,502.0,22_41_31_23493
541,502.0,22_41_31_23543
542,505.0,22_41_31_23575
543,507.0,22_41_31_23626
544,501.0,22_41_31_23659
545,502.0,22_41_31_23692
546,501.0,22_41_31_23744
547,500.0,22_41_31_23775
548,506.0,22_41_31_23826
549,501.0,22_41_31_23859
550,501.0,22_41_31_23893
551,501.0,22_41_31_23943
552,501.0,22_41_31_23975
553,501.0,22_41_31_24026
554,502.0,22_41_31_24059
555,508.0,22_41_32_24108
556,503.0,22_41_32_24142
557,507.0,22_41_32_24193
558,505.0,22_41_32_24226
559,503.0,22_41_32_24259
560,507.0,22_41_32_24308
561,503.0,22_41_32_24342
562,503.0,22_41_32_24392
563,504.0,22_41_32_24425
564,503.0,22_41_32_24459
565,503.0,22_41_32_24507
566,504.0,22_41_32_24542
567,504.0,22_41_32_24592
568,504.0,22_41_32_24626
569,504.0,22_41_32_24675
570,503.0,22_41_32_24708
571,503.0,22_41_32_24742
572,503.0,22_41_32_24793
573,511.0,22_41_32_24826
574,505.0,22_41_32_24876
575,502.0,22_41_32_24908
576,504.0,22_41_32_24960
577,503.0,22_41_32_24993
578,501.0,22_41_32_25026
579,511.0,22_41_33_25076
580,501.0,22_41_33_25108
581,501.0,22_41_33_25160
582,501.0,22_41_33_25193
583,502.0,22_41_33_25226
584,502.0,22_41_33_25276
585,501.0,22_41_33_25308
586,502.0,22_41_33_25360
587,502.0,22_41_33_25411
588,506.0,22_41_33_25443
589,502.0,22_41_33_25476
590,502.0,22_41_33_25526
591,503.0,22_41_33_25560
592,502.0,22_41_33_25593
593,502.0,22_41_33_25642
594,503.0,22_41_33_25676
595,503.0,22_41_33_25726
596,513.0,22_41_33_25759
597,503.0,22_41_33_25793
598,503.0,22_41_33_25841
599,505.0,22_41_33_25876
600,510.0,22_41_33_25925
601,505.0,22_41_33_25959
602,503.0,22_41_33_26008
603,505.0,22_41_33_26041
604,507.0,22_41_34_26075
605,505.0,22_41_34_26126
606,504.0,22_41_34_26159
607,505.0,22_41_34_26209
608,503.0,22_41_34_26241
609,503.0,22_41_34_26292
610,503.0,22_41_34_26325
611,502.0,22_41_34_26358
612,502.0,22_41_34_26408
613,503.0,22_41_34_26440
614,503.0,22_41_34_26491
615,501.0,22_41_34_26524
616,501.0,22_41_34_26573
617,501.0,22_41_34_26607
618,500.0,22_41_34_26657
619,502.0,22_41_34_26690
620,504.0,22_41_34_26723
621,502.0,22_41_34_26772
622,503.0,22_41_34_26806
623,502.0,22_41_34_26856
624,502.0,22_41_34_26889
625,503.0,22_41_34_26939
626,502.0,22_41_34_26971
627,503.0,22_41_34_27005
628,504.0,22_41_34_27053
629,503.0,22_41_35_27086
630,503.0,22_41_35_27134
631,503.0,22_41_35_27168
632,503.0,22_41_35_27218
633,503.0,22_41_35_27251
634,503.0,22_41_35_27299
635,504.0,22_41_35_27335
636,504.0,22_41_35_27369
637,503.0,22_41_35_27419
638,504.0,22_41_35_27453
639,503.0,22_41_35_27501
640,503.0,22_41_35_27536
641,503.0,22_41_35_27586
642,503.0,22_41_35_27620
643,508.0,22_41_35_27653
644,505.0,22_41_35_27702
645,502.0,22_41_35_27736
646,503.0,22_41_35_27787
647,502.0,22_41_35_27820
648,503.0,22_41_35_27870
649,501.0,22_41_35_27902
650,501.0,22_41_35_27935
651,505.0,22_41_35_27986
652,501.0,22_41_35_28035
653,502.0,22_41_36_28070
654,505.0,22_41_36_28103
655,500.0,22_41_36_28154
656,501.0,22_41_36_28204
657,501.0,22_41_36_28220
658,504.0,22_41_36_28270
659,502.0,22_41_36_28302
660,502.0,22_41_36_28353
661,505.0,22_41_36_28403
662,510.0,22_41_36_28419
663,511.0,22_41_36_28469
664,503.0,22_41_36_28501
665,502.0,22_41_36_28552
666,503.0,22_41_36_28585
667,503.0,22_41_36_28635
668,503.0,22_41_36_28668
669,504.0,22_41_36_28702
670,503.0,22_41_36_28750
671,503.0,22_41_36_28785
672,503.0,22_41_36_28834
673,503.0,22_41_36_28868
674,503.0,22_41_36_28917
675,503.0,22_41_36_28950
676,505.0,22_41_36_28984
677,514.0,22_41_36_29035
678,506.0,22_41_37_29068
679,504.0,22_41_37_29117
680,503.0,22_41_37_29150
681,503.0,22_41_37_29201
682,503.0,22_41_37_29234
683,501.0,22_41_37_29267
684,501.0,22_41_37_29317
685,501.0,22_41_37_29350
686,501.0,22_41_37_29401
687,502.0,22_41_37_29434
688,502.0,22_41_37_29483
689,501.0,22_41_37_29517
690,501.0,22_41_37_29567
691,501.0,22_41_37_29601
692,507.0,22_41_37_29634
693,501.0,22_41_37_29683
694,502.0,22_41_37_29717
695,502.0,22_41_37_29767
696,506.0,22_41_37_29800
697,505.0,22_41_37_29833
698,503.0,22_41_37_29882
699,503.0,22_41_37_29916
700,503.0,22_41_37_29966
701,503.0,22_41_37_29999
702,503.0,22_41_37_30049
703,503.0,22_41_38_30081
704,504.0,22_41_38_30116
705,506.0,22_41_38_30169
706,512.0,22_41_38_30203
707,504.0,22_41_38_30237
708,511.0,22_41_38_30287
709,504.0,22_41_38_30319
710,503.0,22_41_38_30370
711,504.0,22_41_38_30403
712,511.0,22_41_38_30452
713,505.0,22_41_38_30485
714,503.0,22_41_38_30536
715,503.0,22_41_38_30569
716,502.0,22_41_38_30602
717,502.0,22_41_38_30651
718,502.0,22_41_38_30684
719,502.0,22_41_38_30735
720,502.0,22_41_38_30769
721,501.0,22_41_38_30819
722,501.0,22_41_38_30851
723,508.0,22_41_38_30885
724,500.0,22_41_38_30936
725,501.0,22_41_38_30969
726,502.0,22_41_38_31019
727,502.0,22_41_38_31053
728,504.0,22_41_39_31094
729,502.0,22_41_39_31128
730,502.0,22_41_39_31178
731,502.0,22_41_39_31212
732,502.0,22_41_39_31261
733,502.0,22_41_39_31296
734,503.0,22_41_39_31328
735,503.0,22_41_39_31379
736,504.0,22_41_39_31412
737,503.0,22_41_39_31461
738,503.0,22_41_39_31495
739,506.0,22_41_39_31545
740,504.0,22_41_39_31593
741,514.0,22_41_39_31611
742,504.0,22_41_39_31661
743,503.0,22_41_39_31696
744,504.0,22_41_39_31747
745,503.0,22_41_39_31780
746,504.0,22_41_39_31813
747,505.0,22_41_39_31862
748,504.0,22_41_39_31895
749,503.0,22_41_39_31945
750,503.0,22_41_39_31980
751,502.0,22_41_39_32031
752,503.0,22_41_40_32080
753,504.0,22_41_40_32097
754,502.0,22_41_40_32146
755,501.0,22_41_40_32180
756,501.0,22_41_40_32230
757,503.0,22_41_40_32263
758,500.0,22_41_40_32312
759,510.0,22_41_40_32345
760,507.0,22_41_40_32396
761,501.0,22_41_40_32429
762,502.0,22_41_40_32463
763,501.0,22_41_40_32512
764,502.0,22_41_40_32545
765,502.0,22_41_40_32595
766,502.0,22_41_40_32629
767,502.0,22_41_40_32662
768,502.0,22_41_40_32712
769,509.0,22_41_40_32744
770,503.0,22_41_40_32795
771,504.0,22_41_40_32828
772,505.0,22_41_40_32877
773,504.0,22_41_40_32911
774,506.0,22_41_40_32961
775,504.0,22_41_40_32994
776,503.0,22_41_40_33027
777,504.0,22_41_41_33076
778,505.0,22_41_41_33109
779,504.0,22_41_41_33160
780,503.0,22_41_41_33193
781,503.0,22_41_41_33226
782,507.0,22_41_41_33275
783,503.0,22_41_41_33308
784,505.0,22_41_41_33359
785,503.0,22_41_41_33392
786,502.0,22_41_41_33441
787,508.0,22_41_41_33474
788,502.0,22_41_41_33525
789,501.0,22_41_41_33558
790,500.0,22_41_41_33591
791,502.0,22_41_41_33641
792,502.0,22_41_41_33673
793,500.0,22_41_41_33724
794,500.0,22_41_41_33757
795,501.0,22_41_41_33806
796,501.0,22_41_41_33840
797,502.0,22_41_41_33890
798,502.0,22_41_41_33923
799,504.0,22_41_41_33957
800,504.0,22_41_41_34005
801,513.0,22_41_41_34038
802,509.0,22_41_42_34086
803,503.0,22_41_42_34119
804,502.0,22_41_42_34169
805,502.0,22_41_42_34202
806,508.0,22_41_42_34251
807,506.0,22_41_42_34284
808,503.0,22_41_42_34334
809,504.0,22_41_42_34368
810,511.0,22_41_42_34401
811,513.0,22_41_42_34449
812,505.0,22_41_42_34498
813,514.0,22_41_42_34530
814,506.0,22_41_42_34564
815,503.0,22_41_42_34614
816,504.0,22_41_42_34647
817,504.0,22_41_42_34697
818,503.0,22_41_42_34729
819,504.0,22_41_42_34763
820,503.0,22_41_42_34813
821,512.0,22_41_42_34846
822,502.0,22_41_42_34895
823,502.0,22_41_42_34928
824,503.0,22_41_42_34979
825,508.0,22_41_42_35012
826,501.0,22_41_42_35061
827,502.0,22_41_43_35094
828,501.0,22_41_43_35127
829,501.0,22_41_43_35178
830,501.0,22_41_43_35211
831,502.0,22_41_43_35261
832,506.0,22_41_43_35295
833,504.0,22_41_43_35345
834,501.0,22_41_43_35378
835,504.0,22_41_43_35411
836,503.0,22_41_43_35460
837,502.0,22_41_43_35494
838,503.0,22_41_43_35544
839,503.0,22_41_43_35577
840,503.0,22_41_43_35627
841,504.0,22_41_43_35660
842,503.0,22_41_43_35695
843,503.0,22_41_43_35744
844,503.0,22_41_43_35778
845,503.0,22_41_43_35827
846,503.0,22_41_43_35861
847,504.0,22_41_43_35895
848,503.0,22_41_43_35945
849,503.0,22_41_43_35978
850,506.0,22_41_43_36028
851,514.0,22_41_43_36060
852,510.0,22_41_44_36111
853,503.0,22_41_44_36144
854,508.0,22_41_44_36177
855,503.0,22_41_44_36226
856,503.0,22_41_44_36259
857,502.0,22_41_44_36308
858,506.0,22_41_44_36340
859,502.0,22_41_44_36391
860,501.0,22_41_44_36423
861,508.0,22_41_44_36473
862,502.0,22_41_44_36505
863,500.0,22_41_44_36556
864,500.0,22_41_44_36588
865,501.0,22_41_44_36638
866,501.0,22_41_44_36671
867,511.0,22_41_44_36705
868,501.0,22_41_44_36756
869,503.0,22_41_44_36789
870,505.0,22_41_44_36821
871,504.0,22_41_44_36869
872,509.0,22_41_44_36906
873,503.0,22_41_44_36957
874,503.0,22_41_44_36990
875,502.0,22_41_44_37040
876,503.0,22_41_45_37072
877,503.0,22_41_45_37107
878,503.0,22_41_45_37157
879,504.0,22_41_45_37191
880,503.0,22_41_45_37240
881,503.0,22_41_45_37273
882,503.0,22_41_45_37323
883,503.0,22_41_45_37357
884,504.0,22_41_45_37390
885,503.0,22_41_45_37440
886,505.0,22_41_45_37473
887,504.0,22_41_45_37524
888,504.0,22_41_45_37557
889,504.0,22_41_45_37590
890,503.0,22_41_45_37640
891,503.0,22_41_45_37673
892,505.0,22_41_45_37724
893,504.0,22_41_45_37757
894,502.0,22_41_45_37807
895,502.0,22_41_45_37841
896,503.0,22_41_45_37891
897,502.0,22_41_45_37924
898,504.0,22_41_45_37957
899,502.0,22_41_45_38006
900,501.0,22_41_45_38041
901,502.0,22_41_46_38090
902,502.0,22_41_46_38125
903,501.0,22_41_46_38173
904,502.0,22_41_46_38207
905,501.0,22_41_46_38239
906,501.0,22_41_46_38290
907,501.0,22_41_46_38323
908,502.0,22_41_46_38373
909,502.0,22_41_46_38407
910,501.0,22_41_46_38441
911,502.0,22_41_46_38490
912,509.0,22_41_46_38524
913,506.0,22_41_46_38573
914,503.0,22_41_46_38606
915,504.0,22_41_46_38657
916,505.0,22_41_46_38691
917,503.0,22_41_46_38724
918,503.0,22_41_46_38774
919,504.0,22_41_46_38806
920,504.0,22_41_46_38857
921,503.0,22_41_46_38890
922,503.0,22_41_46_38939
923,504.0,22_41_46_38975
924,503.0,22_41_46_39009
925,503.0,22_41_46_39059
926,504.0,22_41_47_39092
927,503.0,22_41_47_39141
928,503.0,22_41_47_39177
929,503.0,22_41_47_39210
